CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"BISEPOXYLIGNAN","BISEPOXYLIGNAN","","","","DUKE","10-DEC-97",""
"BISHYDROXYCOUMARIN","BISHYDROXYCOUMARIN","","","","DUKE","10-DEC-97",""
"BISJATRORRHIZINE","BISJATRORRHIZINE","","","","DUKE","10-DEC-97",""
"BIS-METHYLENEQUINONE","BISMETHYLENEQUINONE","","","","DUKE","10-DEC-97",""
"BISNORARGEMONINE","BISNORARGEMONINE","","","","DUKE","10-DEC-97",""
"BIS-NORYANGONIN","BISNORYANGONIN","","","","DUKE","10-DEC-97",""
"BIS-(PARA-HYDROXY-CINNAMOYL)-METHANE","BISPARAHYDROXYCINNAMOYLMETHANE","","","","DUKE","10-DEC-97",""
"BISPARTHENOLIDINE","BISPARTHENOLIDINE","","","","DUKE","10-DEC-97","17-SEP-98"
"BIXAGHANENE","BIXAGHANENE","","","","DUKE","10-DEC-97",""
"BIXEIN","BIXEIN","","","","DUKE","10-DEC-97",""
"BIXIN","BIXIN","","","","DUKE","10-DEC-97",""
"BIXOL","BIXOL","","","","DUKE","10-DEC-97",""
"BOCCONINE","BOCCONINE","","","","DUKE","10-DEC-97",""
"BOCCONOLINE","BOCCONOLINE","","","","DUKE","10-DEC-97",""
"BOIS-DE-ROSE-OXIDE","BOISDEROSEOXIDE","","","","DUKE","10-DEC-97",""
"BOLDIN","BOLDIN","","","","DUKE","10-DEC-97",""
"BOLDINE","BOLDINE","","","","DUKE","10-DEC-97",""
"BOLDOGLUCIN","BOLDOGLUCIN","","","","DUKE","10-DEC-97",""
"BONDUCELLIN","BONDUCELLIN","","","","DUKE","10-DEC-97",""
"BONDUCIN","BONDUCIN","","","","DUKE","10-DEC-97",""
"BORIC-ACID","BORICACID","","","","DUKE","10-DEC-97",""
"BORJATRIOL","BORJATRIOL","","","","DUKE","10-DEC-97",""
"BORNEOL","BORNEOL","","","","DUKE","10-DEC-97","17-SEP-98"
"BORNEOL-ACETATE","BORNEOLACETATE","","","","DUKE","10-DEC-97",""
"BORNESITOL","BORNESITOL","","","","DUKE","10-DEC-97","17-SEP-98"
"BORNYL-ACATATE","BORNYLACATATE","","","","DUKE","10-DEC-97",""
"BORNYL-ACETATE","BORNYLACETATE","","","","DUKE","10-DEC-97",""
"BORNYL-BUTYRATE","BORNYLBUTYRATE","","","","DUKE","10-DEC-97",""
"BORNYL-CAPROATE","BORNYLCAPROATE","","","","DUKE","10-DEC-97",""
"BORNYLENE","BORNYLENE","","","","DUKE","10-DEC-97",""
"BORNYL-FORMATE","BORNYLFORMATE","","","","DUKE","10-DEC-97",""
"BORNYL-ISOVALERATE","BORNYLISOVALERATE","","","","DUKE","10-DEC-97",""
"BORNYL-ISOVALERIANATE","BORNYLISOVALERIANATE","","","","DUKE","10-DEC-97",""
"BORNYLMAGNOLIOL","BORNYLMAGNOLIOL","","","","DUKE","10-DEC-97",""
"BORNYL-PROPIONATE","BORNYLPROPIONATE","","","","DUKE","10-DEC-97",""
"BORON","BORON","","","","DUKE","10-DEC-97",""
"BORRERINE","BORRERINE","","","","DUKE","10-DEC-97",""
"BORREVERINE","BORREVERINE","","","","DUKE","10-DEC-97",""
"BOSCHNIAKINE","BOSCHNIAKINE","","","","DUKE","10-DEC-97",""
"BOSWELLIC-ACID","BOSWELLICACID","","","","DUKE","10-DEC-97",""
"BOURBONENE","BOURBONENE","","","","DUKE","10-DEC-97",""
"BOUSSINGOSIDE-A1","BOUSSINGOSIDEA1","","","","DUKE","10-DEC-97",""
"BOUSSINGOSIDE-A2","BOUSSINGOSIDEA2","","","","DUKE","10-DEC-97",""
"BOUVARDIN","BOUVARDIN","","","","DUKE","10-DEC-97",""
"BOVOCHRYSOID","BOVOCHRYSOID","","","","DUKE","10-DEC-97",""
"BOVOCRYPTOSIDE","BOVOCRYPTOSIDE","","","","DUKE","10-DEC-97",""
"BOVOCYANOTOXIN","BOVOCYANOTOXIN","","","","DUKE","10-DEC-97",""
"BOVOEOLOTOXIN","BOVOEOLOTOXIN","","","","DUKE","10-DEC-97",""
"BOVOERYTHROTOXIN","BOVOERYTHROTOXIN","","","","DUKE","10-DEC-97",""
"BOVOGENINS","BOVOGENINS","","","","DUKE","10-DEC-97",""
"BOVOLIDE","BOVOLIDE","","","","DUKE","10-DEC-97",""
"BOVOPURPUROSIDE","BOVOPURPUROSIDE","","","","DUKE","10-DEC-97",""
"BOVORUBOSIDE","BOVORUBOSIDE","","","","DUKE","10-DEC-97",""
"BOVOSIDE-A","BOVOSIDEA","","","","DUKE","10-DEC-97",""
"BOVOSIDE-B","BOVOSIDEB","","","","DUKE","10-DEC-97",""
"BOVOSIDE-C","BOVOSIDEC","","","","DUKE","10-DEC-97",""
"BOVOSIDES","BOVOSIDES","","","","DUKE","10-DEC-97",""
"BOVOXANTHOTOXIN","BOVOXANTHOTOXIN","","","","DUKE","10-DEC-97",""
"BOWMAN-BIRK-INHIBITOR","BOWMANBIRKINHIBITOR","","","","DUKE","10-DEC-97",""
"BRACTAMINE","BRACTAMINE","","","","DUKE","10-DEC-97",""
"BRACTAVINE","BRACTAVINE","","","","DUKE","10-DEC-97",""
"BRACTEINE","BRACTEINE","","","","DUKE","10-DEC-97",""
"BRACTEOLINE","BRACTEOLINE","","","","DUKE","10-DEC-97",""
"BRAHMASIDE","BRAHMASIDE","","","","DUKE","10-DEC-97",""
"BRAHMIC-ACID","BRAHMICACID","","","","DUKE","10-DEC-97",""
"BRAHMINE","BRAHMINE","","","","DUKE","10-DEC-97",""
"BRAHMINOSIDE","BRAHMINOSIDE","","","","DUKE","10-DEC-97",""
"BRAHMOSIDE","BRAHMOSIDE","","","","DUKE","10-DEC-97",""
"BRASOSIDE","BRASOSIDE","","","","DUKE","10-DEC-97",""
"BRASSICASTEROL","BRASSICASTEROL","","","","DUKE","10-DEC-97",""
"BRASSILEXIN","BRASSILEXIN","","","","DUKE","10-DEC-97",""
"BRASSININ","BRASSININ","","","","DUKE","10-DEC-97",""
"BRASSINOLIDE","BRASSINOLIDE","","","","DUKE","10-DEC-97",""
"BRASSINONE","BRASSINONE","","","","DUKE","10-DEC-97",""
"BRAYLIN","BRAYLIN","","","","DUKE","10-DEC-97",""
"BRAZILIN","BRAZILIN","","","","DUKE","10-DEC-97",""
"BREIN","BREIN","","","","DUKE","10-DEC-97",""
"BRENZCATECHIN","BRENZCATECHIN","","","","DUKE","10-DEC-97",""
"BREVIFOLIN","BREVIFOLIN","","","","DUKE","10-DEC-97",""
"BREVIFOLIN-CARBOXYLIC-ACID","BREVIFOLINCARBOXYLICACID","","","","DUKE","10-DEC-97",""
"BREVILAGIN-I","BREVILAGINI","","","","DUKE","10-DEC-97",""
"BREVISCAPIN","BREVISCAPIN","","","","DUKE","10-DEC-97",""
"BRICKELLIN","BRICKELLIN","","","","DUKE","10-DEC-97",""
"BROMELAIN","BROMELAIN","","","","DUKE","10-DEC-97",""
"BROMELIN","BROMELIN","","","","DUKE","10-DEC-97",""
"BROMINE","BROMINE","","","","DUKE","10-DEC-97",""
"BROUSSONINS","BROUSSONINS","","","","DUKE","10-DEC-97",""
"BRUCEANIC-ACID","BRUCEANICACID","","","","DUKE","10-DEC-97",""
"BRUCEANIC-ACID-D","BRUCEANICACIDD","","","","DUKE","10-DEC-97",""
"BRUCEANOL","BRUCEANOL","","","","DUKE","10-DEC-97",""
"BRUCEANTARIN","BRUCEANTARIN","","","","DUKE","10-DEC-97",""
"BRUCEANTIN","BRUCEANTIN","","","","DUKE","10-DEC-97",""
"BRUCEANTINOL","BRUCEANTINOL","","","","DUKE","10-DEC-97",""
"BRUCEIN-A","BRUCEINA","","","","DUKE","10-DEC-97",""
"BRUCEINE","BRUCEINE","","","","DUKE","10-DEC-97",""
"BRUCEOSIDE","BRUCEOSIDE","","","","DUKE","10-DEC-97",""
"BRUCINE","BRUCINE","","","","DUKE","10-DEC-97",""
"BRUCINE-N-OXIDE","BRUCINENOXIDE","","","","DUKE","10-DEC-97",""
"BRUNFELSENE","BRUNFELSENE","","","","DUKE","10-DEC-97",""
"BRUSATOL","BRUSATOL","","","","DUKE","10-DEC-97",""
"BRYOAMARIDE","BRYOAMARIDE","","","","DUKE","10-DEC-97",""
"BRYODIN","BRYODIN","","","","DUKE","10-DEC-97",""
"BRYODULCOSIDE","BRYODULCOSIDE","","","","DUKE","10-DEC-97",""
"BRYOIOSIDE","BRYOIOSIDE","","","","DUKE","10-DEC-97",""
"BRYONICINE","BRYONICINE","","","","DUKE","10-DEC-97",""
"BRYONIDIN","BRYONIDIN","","","","DUKE","10-DEC-97",""
"BRYONINE","BRYONINE","","","","DUKE","10-DEC-97",""
"BRYONOL","BRYONOL","","","","DUKE","10-DEC-97",""
"BRYOPHYLLIN","BRYOPHYLLIN","","","","DUKE","10-DEC-97",""
"BRYOPHYLLINE","BRYOPHYLLINE","","","","DUKE","10-DEC-97",""
"BRYOPOLYOSE","BRYOPOLYOSE","","","","DUKE","10-DEC-97",""
"BRYORESIN","BRYORESIN","","","","DUKE","10-DEC-97",""
"B-SITOSTEROL","BSITOSTEROL","","","","DUKE","10-DEC-97",""
"BUDMUNCHIAMINES","BUDMUNCHIAMINES","","","","DUKE","10-DEC-97",""
"BUFENOLIDE","BUFENOLIDE","","","","DUKE","10-DEC-97",""
"BUFODIANOLIDE","BUFODIANOLIDE","","","","DUKE","10-DEC-97",""
"BUFOTALIDIN-ACETATE","BUFOTALIDINACETATE","","","","DUKE","10-DEC-97",""
"BUFOTENIDINE","BUFOTENIDINE","","","","DUKE","10-DEC-97",""
"BUFOTENINE","BUFOTENINE","","","","DUKE","10-DEC-97",""
"BUFOTENINE-OXIDE","BUFOTENINEOXIDE","","","","DUKE","10-DEC-97",""
"BULBOCAPNINE","BULBOCAPNINE","","","","DUKE","10-DEC-97",""
"BULLATACIN","BULLATACIN","","","","DUKE","10-DEC-97",""
"BULLATACINONE","BULLATACINONE","","","","DUKE","10-DEC-97",""
"BULLATALICIN","BULLATALICIN","","","","DUKE","10-DEC-97",""
"BULLEYANINE","BULLEYANINE","","","","DUKE","10-DEC-97",""
"BULLEYANOLINE","BULLEYANOLINE","","","","DUKE","10-DEC-97",""
"BULNESOL","BULNESOL","","","","DUKE","10-DEC-97",""
"BUPHANINE","BUPHANINE","","","","DUKE","10-DEC-97",""
"BUPLEURIN","BUPLEURIN","","","","DUKE","10-DEC-97",""
"BUPLEUROL","BUPLEUROL","","","","DUKE","10-DEC-97",""
"BURCHELLIN","BURCHELLIN","","","","DUKE","10-DEC-97",""
"BURSEHERNINE","BURSEHERNINE","","","","DUKE","10-DEC-97",""
"BURSERAN","BURSERAN","","","","DUKE","10-DEC-97",""
"BURSIC-ACID","BURSICACID","","","","DUKE","10-DEC-97",""
"BURSINE","BURSINE","","","","DUKE","10-DEC-97",""
"BURSINIC-ACID","BURSINICACID","","","","DUKE","10-DEC-97",""
"BUT-3-ENYL-ISOTHIOCYANATE","BUT3ENYLISOTHIOCYANATE","","","","DUKE","10-DEC-97",""
"BUTAN-1-OL","BUTAN1OL","","","","DUKE","10-DEC-97",""
"BUTAN-1-OL-2-ONE","BUTAN1OL2ONE","","","","DUKE","10-DEC-97",""
"BUTAN-1-OL-3-ONE","BUTAN1OL3ONE","","","","DUKE","10-DEC-97",""
"BUTAN-2-OL","BUTAN2OL","","","","DUKE","10-DEC-97",""
"BUTAN-2-ONE","BUTAN2ONE","","","","DUKE","10-DEC-97",""
"BUTANAL","BUTANAL","","","","DUKE","10-DEC-97",""
"BUTANE","BUTANE","","","","DUKE","10-DEC-97",""
"BUTANE-1,3-DIYL-1-((Z)-2'-METHYL-2'-BUTENOATE)-3-ISOB...","BUTANE13DIYL1Z2METHYL2BUTENOATE3ISOB","","","","DUKE","10-DEC-97","17-SEP-98"
"BUTANE-2,3-DIOL","BUTANE23DIOL","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOBUTANOATE-1","BUTANE23DIOLMONOBUTANOATE1","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOBUTANOATE-2","BUTANE23DIOLMONOBUTANOATE2","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOHEXANOATE-1","BUTANE23DIOLMONOHEXANOATE1","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOHEXANOATE-2","BUTANE23DIOLMONOHEXANOATE2","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOOCTANOATE-1","BUTANE23DIOLMONOOCTANOATE1","","","","DUKE","10-DEC-97",""
"BUTANE-2,3-DIOL-MONOOCTANOATE-2","BUTANE23DIOLMONOOCTANOATE2","","","","DUKE","10-DEC-97",""
"BUTANEDIONE","BUTANEDIONE","","","","DUKE","10-DEC-97",""
"BUTANOIC-ACID","BUTANOICACID","","","","DUKE","10-DEC-97",""
"BUTANOIC-ACID-3-HEXENYL-ESTER","BUTANOICACID3HEXENYLESTER","","","","DUKE","10-DEC-97",""
"BUTANOL","BUTANOL","","","","DUKE","10-DEC-97",""
"BUTANOL-2-ON-3","BUTANOL2ON3","","","","DUKE","10-DEC-97",""
"BUTANOLS","BUTANOLS","","","","DUKE","10-DEC-97",""
"BUTANONE","BUTANONE","","","","DUKE","10-DEC-97",""
"BUTANONEPHLOROGLUCIDES","BUTANONEPHLOROGLUCIDES","","","","DUKE","10-DEC-97",""
"BUTEIN","BUTEIN","","","","DUKE","10-DEC-97",""
"BUTENOLIDE-B","BUTENOLIDEB","","","","DUKE","10-DEC-97",""
"BUTENYL-ISOTHIOCYANATE","BUTENYLISOTHIOCYANATE","","","","DUKE","10-DEC-97",""
"BUTIN","BUTIN","","","","DUKE","10-DEC-97",""
"BUTIN-2","BUTIN2","","","","DUKE","10-DEC-97",""
"BUTROPINE","BUTROPINE","","","","DUKE","10-DEC-97",""
"BUTYL-2-METHYLBUTYRATE","BUTYL2METHYLBUTYRATE","","","","DUKE","10-DEC-97",""
"BUTYL-ACETATE","BUTYLACETATE","","","","DUKE","10-DEC-97",""
"BUTYL-ALCOHOL","BUTYLALCOHOL","","","","DUKE","10-DEC-97",""
"BUTYLAMINE","BUTYLAMINE","","","","DUKE","10-DEC-97",""
"BUTYL-ANGELATE","BUTYLANGELATE","","","","DUKE","10-DEC-97",""
"BUTYL-BENZOATE","BUTYLBENZOATE","","","","DUKE","10-DEC-97",""
"BUTYL-BUTYRATE","BUTYLBUTYRATE","","","","DUKE","10-DEC-97",""
"BUTYL-CAPROATE","BUTYLCAPROATE","","","","DUKE","10-DEC-97",""
"BUTYL-DIHYDROPHTHALIDE","BUTYLDIHYDROPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYL-(E)-BUT-2-ENOATE","BUTYLEBUT2ENOATE","","","","DUKE","10-DEC-97",""
"BUTYL-FORMATE","BUTYLFORMATE","","","","DUKE","10-DEC-97",""
"BUTYL-FORMIATE","BUTYLFORMIATE","","","","DUKE","10-DEC-97",""
"BUTYL-GLUCOSINOLATE","BUTYLGLUCOSINOLATE","","","","DUKE","10-DEC-97",""
"BUTYL-HEXAHYDROPHTHALIDE","BUTYLHEXAHYDROPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYL-HEXANOATE","BUTYLHEXANOATE","","","","DUKE","10-DEC-97",""
"BUTYLIDENE-NAPHTHALIDE","BUTYLIDENENAPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYLIDENE-PHTHALIDE","BUTYLIDENEPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYLIDENE-PHTHALIDES","BUTYLIDENEPHTHALIDES","","","","DUKE","10-DEC-97",""
"BUTYLIDENPHTHALIDE","BUTYLIDENPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYLISOBUTYRATE","BUTYLISOBUTYRATE","","","","DUKE","10-DEC-97",""
"BUTYLISOTHIOCYANATE","BUTYLISOTHIOCYANATE","","","","DUKE","10-DEC-97",""
"BUTYL-OCTANOATE","BUTYLOCTANOATE","","","","DUKE","10-DEC-97",""
"BUTYLPHENYL-KETONE","BUTYLPHENYLKETONE","","","","DUKE","10-DEC-97",""
"BUTYL-PHTHALATE","BUTYLPHTHALATE","","","","DUKE","10-DEC-97",""
"BUTYL-PHTHALIDE","BUTYLPHTHALIDE","","","","DUKE","10-DEC-97",""
"BUTYLPROPENYL-DISULFIDE","BUTYLPROPENYLDISULFIDE","","","","DUKE","10-DEC-97",""
"BUTYL-PROPIONATE","BUTYLPROPIONATE","","","","DUKE","10-DEC-97",""
"BUTYL-SULFIDE","BUTYLSULFIDE","","","","DUKE","10-DEC-97",""
"BUTYL-VALERIANATE","BUTYLVALERIANATE","","","","DUKE","10-DEC-97",""
"BUTYRALDEHYDE","BUTYRALDEHYDE","","","","DUKE","10-DEC-97",""
"BUTYRIC-ACID","BUTYRICACID","","","","DUKE","10-DEC-97",""
"BUTYRIC-ACID-HEX-TRANS-2-ENYL-ESTER","BUTYRICACIDHEXTRANS2ENYLESTER","","","","DUKE","10-DEC-97",""
"BUTYRIC-ANHYDRIDE","BUTYRICANHYDRIDE","","","","DUKE","10-DEC-97",""
"BUTYROLACTONE","BUTYROLACTONE","","","","DUKE","10-DEC-97",""
"BUTYROSPERMOL","BUTYROSPERMOL","","","","DUKE","10-DEC-97",""
"BUTYRYLMALLOTOCHROMANOL","BUTYRYLMALLOTOCHROMANOL","","","","DUKE","10-DEC-97",""
"BUTYRYLMALLOTOCHROMENE","BUTYRYLMALLOTOCHROMENE","","","","DUKE","10-DEC-97",""
"BUTYRYLMALLOTOJAPONIN","BUTYRYLMALLOTOJAPONIN","","","","DUKE","10-DEC-97",""
"BUTYRYLMALLOTOLERIN","BUTYRYLMALLOTOLERIN","","","","DUKE","10-DEC-97",""
"BUXALINE-C","BUXALINEC","","","","DUKE","10-DEC-97",""
"BUXALPHINE","BUXALPHINE","","","","DUKE","10-DEC-97",""
"BUXALTINE","BUXALTINE","","","","DUKE","10-DEC-97",""
"BUXAMINE","BUXAMINE","","","","DUKE","10-DEC-97",""
"BUXAMINOL","BUXAMINOL","","","","DUKE","10-DEC-97",""
"BUXANDRINE","BUXANDRINE","","","","DUKE","10-DEC-97",""
"BUXANINE","BUXANINE","","","","DUKE","10-DEC-97",""
"BUXARINE","BUXARINE","","","","DUKE","10-DEC-97",""
"BUXATINE","BUXATINE","","","","DUKE","10-DEC-97",""
"BUXAZIDINE-B","BUXAZIDINEB","","","","DUKE","10-DEC-97",""
"BUXAZINE","BUXAZINE","","","","DUKE","10-DEC-97",""
"BUXDELTINE","BUXDELTINE","","","","DUKE","10-DEC-97",""
"BUXENE","BUXENE","","","","DUKE","10-DEC-97",""
"BUXENINE","BUXENINE","","","","DUKE","10-DEC-97",""
"BUXENINE-G","BUXENINEG","","","","DUKE","10-DEC-97",""
"BUXENONE","BUXENONE","","","","DUKE","10-DEC-97",""
"BUXEPIDINE","BUXEPIDINE","","","","DUKE","10-DEC-97",""
"BUXERIDINE","BUXERIDINE","","","","DUKE","10-DEC-97",""
"BUXETINE","BUXETINE","","","","DUKE","10-DEC-97",""
"BUXIDINE","BUXIDINE","","","","DUKE","10-DEC-97",""
"BUXIRAMINE","BUXIRAMINE","","","","DUKE","10-DEC-97",""
"BUXOCYCLAMINE-A","BUXOCYCLAMINEA","","","","DUKE","10-DEC-97",""
"BUXOMEGINE","BUXOMEGINE","","","","DUKE","10-DEC-97",""
"BUXOZINE-C","BUXOZINEC","","","","DUKE","10-DEC-97",""
"BUXPIINE","BUXPIINE","","","","DUKE","10-DEC-97",""
"BUXPSIINE","BUXPSIINE","","","","DUKE","10-DEC-97",""
"BUXTAUINE","BUXTAUINE","","","","DUKE","10-DEC-97",""
"BYAKANGELICIN","BYAKANGELICIN","","","","DUKE","10-DEC-97",""
"BYAKANGELICOL","BYAKANGELICOL","","","","DUKE","10-DEC-97",""
"CABENEGRIN","CABENEGRIN","","","","DUKE","10-DEC-97",""
"CACTICINE","CACTICINE","","","","DUKE","10-DEC-97",""
"CACTINE","CACTINE","","","","DUKE","10-DEC-97",""
"CACTISIN","CACTISIN","","","","DUKE","10-DEC-97",""
"CADALENE","CADALENE","","","","DUKE","10-DEC-97",""
"CADALO-1,4,9-TRIENE","CADALO149TRIENE","","","","DUKE","10-DEC-97",""
"CADAVERINE","CADAVERINE","","","","DUKE","10-DEC-97",""
"CADINA-1(6),5-DIENE","CADINA165DIENE","","","","DUKE","10-DEC-97",""
"CADINA-3,5-DIENE","CADINA35DIENE","","","","DUKE","10-DEC-97",""
"CADINA-7-11(12_OR_13)-DIENE","CADINA71112OR13DIENE","","","","DUKE","10-DEC-97",""
"CADINA-9,11(12_OR_13)-DIENE","CADINA91112OR13DIENE","","","","DUKE","10-DEC-97",""
"CADINADIENE","CADINADIENE","","","","DUKE","10-DEC-97",""
"CADINANE","CADINANE","","","","DUKE","10-DEC-97","17-SEP-98"
"CADINANE-SESQUITERPENES","CADINANESESQUITERPENES","","","","DUKE","10-DEC-97",""
"CADINENE","CADINENE","","","","DUKE","10-DEC-97",""
"CADINENOL","CADINENOL","","","","DUKE","10-DEC-97",""
"CADINEOL","CADINEOL","","","","DUKE","10-DEC-97",""
"CADINOL","CADINOL","","","","DUKE","10-DEC-97",""
"CADMIUM","CADMIUM","","","","DUKE","10-DEC-97",""
"CAERULEIC-ACID","CAERULEICACID","","","","DUKE","10-DEC-97",""
"CAFESTEROL","CAFESTEROL","","","","DUKE","10-DEC-97",""
"CAFESTOL","CAFESTOL","","","","DUKE","10-DEC-97",""
"CAFFEATE","CAFFEATE","","","","DUKE","10-DEC-97",""
"CAFFEETANNIN","CAFFEETANNIN","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID","CAFFEICACID","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-3-BETA-G-GLUCOPYRANOSIDE","CAFFEICACID3BETAGGLUCOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-4-O-BETA-D-GLUCOSIDE","CAFFEICACID4OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-4-O-BETA-GLUCOSIDE","CAFFEICACID4OBETAGLUCOSIDE","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-4-RUTINOSIDE","CAFFEICACID4RUTINOSIDE","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-ESTER","CAFFEICACIDESTER","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-ETHYL-ESTER","CAFFEICACIDETHYLESTER","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-METHYL-ESTER","CAFFEICACIDMETHYLESTER","","","","DUKE","10-DEC-97",""
"CAFFEIC-ACID-N-BUTYL-ESTER","CAFFEICACIDNBUTYLESTER","","","","DUKE","10-DEC-97",""
"CAFFEIC-ALDEHYDE","CAFFEICALDEHYDE","","","","DUKE","10-DEC-97",""
"CAFFEINE","CAFFEINE","58082","","","DUKE","10-DEC-97",""
"CAFFEOL","CAFFEOL","","","","DUKE","10-DEC-97",""
"CAFFEOYL-3-QUINIC-ACID","CAFFEOYL3QUINICACID","","","","DUKE","10-DEC-97",""
"CAFFEOYL-4-QUINIC-ACID","CAFFEOYL4QUINICACID","","","","DUKE","10-DEC-97",""
"CAFFEOYLMARIC-ACID","CAFFEOYLMARICACID","","","","DUKE","10-DEC-97",""
"CAFFEOYLPUTRESCINE","CAFFEOYLPUTRESCINE","","","","DUKE","10-DEC-97",""
"CAFFEOYLQUINIC-ACID","CAFFEOYLQUINICACID","","","","DUKE","10-DEC-97",""
"CAFFEOYLSPERMIDINE","CAFFEOYLSPERMIDINE","","","","DUKE","10-DEC-97",""
"CAFFEOYLTARTARIC-ACID","CAFFEOYLTARTARICACID","","","","DUKE","10-DEC-97",""
"CAFFEOYL-TARTRATE","CAFFEOYLTARTRATE","","","","DUKE","10-DEC-97",""
"CAFFETANNIC-ACID","CAFFETANNICACID","","","","DUKE","10-DEC-97",""
"CAFFEYLTARTARIC-ACID","CAFFEYLTARTARICACID","","","","DUKE","10-DEC-97",""
"CAHWEOL","CAHWEOL","","","","DUKE","10-DEC-97",""
"CAJAFLAVANONE","CAJAFLAVANONE","68236124","","","DUKE","10-DEC-97",""
"CAJAISOFLAVONE","CAJAISOFLAVONE","","","","DUKE","10-DEC-97",""
"CAJANIN","CAJANIN","","","","DUKE","10-DEC-97",""
"CAJANONE","CAJANONE","63006484","","","DUKE","10-DEC-97",""
"CAJAQUINONE","CAJAQUINONE","","","","DUKE","10-DEC-97",""
"CAJEPUTOL","CAJEPUTOL","","","","DUKE","10-DEC-97",""
"CALABACINE","CALABACINE","","","","DUKE","10-DEC-97",""
"CALABARINE","CALABARINE","","","","DUKE","10-DEC-97",""
"CALABAROL","CALABAROL","","","","DUKE","10-DEC-97",""
"CALABATINE","CALABATINE","","","","DUKE","10-DEC-97",""
"CALACOLENE","CALACOLENE","","","","DUKE","10-DEC-97",""
"CALACONE","CALACONE","","","","DUKE","10-DEC-97",""
"CALACORENE","CALACORENE","","","","DUKE","10-DEC-97",""
"CALACTIN","CALACTIN","","","","DUKE","10-DEC-97",""
"CALAGUALINE","CALAGUALINE","","","","DUKE","10-DEC-97",""
"CALAMANENE","CALAMANENE","","","","DUKE","10-DEC-97",""
"CALAMENE","CALAMENE","","","","DUKE","10-DEC-97",""
"CALAMENEN","CALAMENEN","","","","DUKE","10-DEC-97",""
"CALAMENENE","CALAMENENE","","","","DUKE","10-DEC-97",""
"CALAMENOL","CALAMENOL","","","","DUKE","10-DEC-97",""
"CALAMENONE","CALAMENONE","","","","DUKE","10-DEC-97",""
"CALAMEONE","CALAMEONE","","","","DUKE","10-DEC-97",""
"CALAMESENE","CALAMESENE","","","","DUKE","10-DEC-97",""
"CALAMIN","CALAMIN","","","","DUKE","10-DEC-97",""
"CALAMOL","CALAMOL","","","","DUKE","10-DEC-97",""
"CALARENE","CALARENE","","","","DUKE","10-DEC-97",""
"CALARENOL","CALARENOL","","","","DUKE","10-DEC-97",""
"CALCATRIPPINE","CALCATRIPPINE","","","","DUKE","10-DEC-97",""
"CALCIUM","CALCIUM","","","","DUKE","10-DEC-97",""
"CALCIUM-ACETATE","CALCIUMACETATE","","","","DUKE","10-DEC-97",""
"CALCIUM(CAO)","CALCIUMCAO","","","","DUKE","10-DEC-97",""
"CALCIUM-ELENOLATE","CALCIUMELENOLATE","","","","DUKE","10-DEC-97",""
"CALCIUM-MALATE","CALCIUMMALATE","","","","DUKE","10-DEC-97",""
"CALCIUM-MALEATE","CALCIUMMALEATE","","","","DUKE","10-DEC-97",""
"CALCIUM-NITRATE","CALCIUMNITRATE","","","","DUKE","10-DEC-97",""
"CALCIUM-OXALATE","CALCIUMOXALATE","","","","DUKE","10-DEC-97",""
"CALCIUM-OXIDE","CALCIUMOXIDE","","","","DUKE","10-DEC-97",""
"CALCIUM-PECTATE","CALCIUMPECTATE","","","","DUKE","10-DEC-97",""
"CALCIUM-PHOSPHATE","CALCIUMPHOSPHATE","","","","DUKE","10-DEC-97",""
"CALCIUM-POLYURONIDE","CALCIUMPOLYURONIDE","","","","DUKE","10-DEC-97",""
"CALCIUM-SALTS","CALCIUMSALTS","","","","DUKE","10-DEC-97",""
"CALCIUM-TARTRATE","CALCIUMTARTRATE","","","","DUKE","10-DEC-97",""
"CALEINS","CALEINS","","","","DUKE","10-DEC-97",""
"CALENDINE","CALENDINE","","","","DUKE","10-DEC-97",""
"CALENDOL","CALENDOL","","","","DUKE","10-DEC-97",""
"CALENDRIN","CALENDRIN","","","","DUKE","10-DEC-97",""
"CALENDULADIOL","CALENDULADIOL","","","","DUKE","10-DEC-97",""
"CALENDULOSIDES","CALENDULOSIDES","","","","DUKE","10-DEC-97",""
