REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
PHZ,Pharmazie (Vol. 46=1991).,,DUKE,10-Dec-97,
PHZ46:156,"Pharmazie, 46: 156, 1991.",,DUKE,10-Dec-97,
PM,"Planta Medica 55{7} 1989 56(1990) Nos. 1,2,3,4,5,6 1990 ",,DUKE,10-Dec-97,
PM&T20:213.1986,Jim Duke's personal files.,,DUKE,10-Dec-97,
PM1985:70,"Planta Medica 1985, page 70.",,DUKE,10-Dec-97,
PM1986:184,"Wagner, H., Wierer, M., and Bauer, R. 1985. Planta Medica 1986: 184.",,DUKE,10-Dec-97,
PM1986:239,"Tomas-Barberan, F.A., Lopez-Gomez, C., Villar, A., and Tomas-Lorente, F. 1986. Inhibition of Lens Aldose Reductase by Labiatae Flavonoids. Planta Medica 1986: 239.",,DUKE,10-Dec-97,
PM1987:268,"Kobold, U., Vostrowsky, O., Bestmann, H.J., Bisht, J.C., Pant, A.K., Melkani, A.B. and Mathela, C.S. 1987. Terpenoids from Elsholtzia Species; II. Constituents of Essential Oil from a New Chemotype of Elsholtzia cristata. Planta Medica 1987: 268-271.",,DUKE,10-Dec-97,
PM1987:526,"Gawron, A. and Glowniak, K. 1987. Cytostatic Activity of Coumarins in vitro. Planta Medica 1987: 526.",,DUKE,10-Dec-97,
PM52:499,"Yang, L-L., Yen, K-Y., Konno, C., Oshima, Y., Kiso, Y., and Hikino, H. 1986. Antihepatotoxic Principles of Wedelia chinensis Herbs. Planta Medica, 52: 499.",,DUKE,10-Dec-97,
PM53:37,"Soicke, H. and Leng-Peschlow, E. 1986. Characterisation of Flavonoids from Baccharis trimera and their Antihepatotoxic Properties. Planta Medica 53: 37, 1987.",,DUKE,10-Dec-97,
PM55,"Planta Medica, 55. 1986.",,DUKE,10-Dec-97,
PM55(7):620,"Planta Medica, 55(7): 620.",,DUKE,10-Dec-97,
PM55(7):626,"Planta Medica, 55(7): 626.",,DUKE,10-Dec-97,
PM55(7):654,"Planta Medica, 55(7): 654.",,DUKE,10-Dec-97,
PM55:226,"Planta Medica, 55: 226.",,DUKE,10-Dec-97,
PM55:663,"Planta Medica, 55: 663.",,DUKE,10-Dec-97,
PM56(1):41,"Ekeke, G.I. and Shode, F.O. 1988. Phenylalanine is the Predominant Antisickling Agent in Cajanus cajan Seed Extract. Planta Medica 56(1): 41, 1990.",,DUKE,10-Dec-97,
PM56(1):70,"Darias, V., Bravo, L., Rabanal, R., Sanchez-Mateo, C.C., and Martin-Herrera, D.A. 1988. Cytostatic and Antibacterial Activity of Some Compounds Isolated from Several Lamiaceae Species from the Canary Islands. Planta Medica 56(1): 70, 1990.",,DUKE,10-Dec-97,
PM56(2):171,"Joyeux, M., Rolland, A., Fleurentin, J., Mortier, F., and Dorfman, P. 1989. Tert-Butyl Hydroperoxide-Induced Injury in Isolated Rat Hepatocytes: A Model for Studying Anti-Hepatotoxic Crude Drugs. Planta Medica 56(2): 171-173, 1990.",,DUKE,10-Dec-97,
PM56(2):226,"Lewis, E.J. and Friedrich, E.C. 1989. The Essential Oil of Poliomintha incana. Planta Medica 56(2): 224-226, 1990.",,DUKE,10-Dec-97,
PM56(3):254,"Aida, K., Tawata, M., Shindo, H., Onaya, T., Sasaki, H., Yamaguchi, T., Chin, M.(Chen, Z.), and Mitsuhashi, H. 1989. Isoliquiritigenin: A New Aldose Reductase Inhibitor from Glycyrrhizae Radix. Planta Medica 56(3): 254-258.",,DUKE,10-Dec-97,27-Mar-00
PM56(4):360,"Murakami, S., et al. 1989. Effect of Salvianolic Acid A, a Depside from Roots of Salvia miltiorrhiza, on Gastric H+,K+-ATPase. Planta Medica, 56(4): 360, 1990.",,DUKE,10-Dec-97,
PM56(6):501,"Planta Medica, 56(6): 501, 1990.",,DUKE,10-Dec-97,
PM56(6):660,"Planta Medica, 56(6): 660, 1990.",,DUKE,10-Dec-97,
PM56(6):671,"Planta Medica, 56(6): 671, 1990.",,DUKE,10-Dec-97,
PM56(6):677,"Matsukawa, Y., et al. The Effect of Quercetin and Other Flavonoids on Cell Cycle Progresssion and Growth of Human Gastric Cancer Cells. Planta Medica, 56(6): 677, 1990.",,DUKE,10-Dec-97,
PM56(6):681,"Planta Medica, 56(6): 681, 1990.",,DUKE,10-Dec-97,
PM56(6):695,"Planta Medica, 56(6): 695, 1990.",,DUKE,10-Dec-97,
PM56:638,"Planta Medica, 56: 638, 1990.",,DUKE,10-Dec-97,
PM57:208,"Choi, J.S., Yokozawa, T., and Oura, H. 1990. Improvement of Hyperglycemia and Hyperlipemia in Streptozotocin-Diabetic Rats by a Methanolic Extract of Prunus davidiana Stems and Its Main Component, Prunin. Planta Medica, 57: 208.",,DUKE,10-Dec-97,
PM57:347,"Economou, D., and Nahrstedt, A. 1991. Chemical, Physiological, and Toxicological Aspects of the Essential Oil of Some Species of the Genus Bystropogon*. Planta Medica, 57: 347, 1991.",,DUKE,10-Dec-97,
PM57:A110,"Planta Medica, 57: A110, 1991.",,DUKE,10-Dec-97,
PM57:A113,"Planta Medica, 57: A113, 1991.",,DUKE,10-Dec-97,
PM57:A131,"Planta Medica, 57: A131, 1991.",,DUKE,10-Dec-97,
PM57:A133,"Schussler, M., Fricke, U., Nikolov, N., and Holzl, J. 1991. Comparison of the Flavonoids Occurring in Crataegus species and Inhibition of 3',5'-Cyclic Adenosine Monophosphate Phosphodiesterase. Plant Medica 57: Suppl Issue 2. p.A-133.",,DUKE,10-Dec-97,12-Jan-99
PM57:A137,"Menkovic, N., et al. 1991. The Essential Oil of Sideritis scardica. Pl. Med. 57. Suppl. 2. pp. A137-A132.",,DUKE,10-Dec-97,
PM57:A42,"Planta Medica, 57: A42, 1991.",,DUKE,10-Dec-97,
PM57:A43,"Planta Medica, 57: A43, 1991.",,DUKE,10-Dec-97,
PM57:A44,"Planta Medica, 57: A44, 1991.",,DUKE,10-Dec-97,
PM57:A54,"Planta Medica, 57: A54, 1991.",,DUKE,10-Dec-97,
PM57:A56,"Planta Medica, 57: A56, 1991.",,DUKE,10-Dec-97,
PM57:A83,"Planta Medica, 57: A83, 1991.",,DUKE,10-Dec-97,
PM58(6):499,"Kroes, B.H., et al. 1991. Anti-Inflammatory Activity of Gallic Acid. Planta Medica, 58(6): 499.",,DUKE,10-Dec-97,
PM58:376,"Mathela,C.S., Melkani,A.B., Bisht,J.C., Pant,A.K., Bestmann,H.J., Erler,J., Kobold,U., Rauscher,J. and Vostrowsky,O. 1992. Chemical Varieties of Essential Oils from Elsholtzia polystachya from Two Different Locations in India. Planta Medica 58: 376-379.",,DUKE,10-Dec-97,
PM59:276,"Planta Medica, 59: 276.",,DUKE,10-Dec-97,
PM59:508,"Kuppusamy, U.R., and Das, N.P. 1993. Antilipolytic Action of Hesperetin in Rat Adipocytes. Planta Medica, 59: 508.",,DUKE,10-Dec-97,
PM59:546,"Orjala, J., et al. 1993. Five New Prenylated p-Hydroxybenzoic Acid Derivatives with Antimicrobial and Molluscicidal Activity from Piper aduncum Leaves. Planta Medica, 59: 546.",,DUKE,10-Dec-97,
PM60:482,"Baser, K.H.C., Kosar, M.Malyer, H. & Ozek, T. 1994. The Essential Oil Composition of Dictamnus albus from Turkey. Planta Med. 60:481-2",,DUKE,10-Dec-97,
PM61:33,"Houghton, P.J., Zarka, R., Heras, B., and Hoult, J.R.S. 1994. Fixed Oil of Nigella sativa and Derived Thymoquinone Inhibit Eicosanoid Generation in Leukocytes and Membrane Lipid Peroxidation. Planta Medica, 61: 33.",,DUKE,10-Dec-97,
PM61:9,"Recio, M., et al. 1994. Investigations on the Steroidal Anti-Inflammatory Activity of Triterpenoids from Diospyros leucomelas*. Planta Medica, 61: 9.",,DUKE,10-Dec-97,
PMP,Plantes Medicinales et Phytotherapie NAL,,DUKE,10-Dec-97,
PMP22:231,"Lamaison, J.L., Petitjean-Freytet, C., Carnat, A.P. et Carnat, A. Activites Antiradicalaires In Vitro D'Huiles Essentielles. Plantes medicinales et phytotherapie, 22: 231-234, 1988.",,DUKE,10-Dec-97,
PMP23:193,"Kumar, P., Dixit*, V.P., and Khanna, P. Antifertility Studies of Kaempferol: Isolation and Identification from Tissue Culture of some Medicinally Important Plant Species. Plantes medicinales et phytotherapie, 23: 193-201, 1989.",,DUKE,10-Dec-97,
PMP23:46,"Bezanger-Beauquesne*, L. Noveautes En Phytotherapie. Sixieme Revue. Plantes medicinales et phytotherapie, 23: 46-76, 1989.",,DUKE,10-Dec-97,
PMP24:193,"Plantes Medicinales et Phytotherapie, 24: 193.",,DUKE,10-Dec-97,
PMP24:98,"Bezanger-Beauquesne, L. Noveautes En Phytotherapie. Septieme Revue. Plantes medicinales et phytotherapie, 24: 98, 1990.",,DUKE,10-Dec-97,
PMP25:184,"Chalchat, J.C. et Garry, R.P.*, Bastide, P., Fabre, F. et Malhuret, R. Correlation Composition Chimique/Activite Antimicrobienne: V - Contribution a la Comparaison de 2 Methodes de Determination Des Cmi. Plantes medicinales et phytotherapie, 25: 184-193.",,DUKE,10-Dec-97,
PMP25:46,"Bezanger-Beauquesne, L. Noveautes en Phytotherapie. Huitieme Revue. Plantes medicinales et phytotherapie, 25: 46-76, 1991.",,DUKE,10-Dec-97,
PMP59:276,"Plantes Medicinales et Phytotherapie, 59: 276.",,DUKE,10-Dec-97,
PMPP,Physiol. Mol. Plant Pathol. 37=1990 (abstracts only) ,,DUKE,10-Dec-97,
PNA,Proceedings Nat. Acad. Sci. (90=1993).,,DUKE,10-Dec-97,
POT,Jim Duke's personal files.,,DUKE,10-Dec-97,
PPB17:990,Jim Duke's personal files.,,DUKE,10-Dec-97,
PR,"Phytotherapy Research 1990 (vol. 4 nos 1,2,3,4,5, 6)",,DUKE,10-Dec-97,
PR4(2):73,"Ortiz de Urbina, J.J., Martin, M.L., Sevilla, M.A., Montero, M.J., Carron, R., and San Roman, L. Antispasmodic Activity on Rat Smooth Muscle of Polyphenol Compounds Caffeic and Protocathechic Acids. Phytotherapy Research 4(2): 73, 1990.",,DUKE,10-Dec-97,
PR4(3):87,"Singh, P., Jain, S., Bhala, M., Goyal, R.B., Jayaprakash, D., and Lohiya, N.K. Wogonin, 5,7-Dihydroxy-8-methoxyflavone as Oestrogenic and Anti-implantational Agent in the Rat. Phytotherapy Research 4(3): 87, 1990.",,DUKE,10-Dec-97,
PR4(3):93,"Laekeman, G.M., Van Hoof, L., Haemers, A., Vanden Berghe, D.A., Herman, A.G., and Vlietinck, A.J. Eugenol a Valuable Compound for In Vitro Experimental Research and Worthwhile for Further In Vivo Investigation. Phytotherapy Research 4(3): 93, 1990.",,DUKE,10-Dec-97,
PR4(5):198,"Lamikanra, A., Ogundaini, A.O., and Ogungbamila*, F.O. Antibacterial Constituents of Alchornea cordifolia Leaves. Phytotherapy Research 4(5): 198.",,DUKE,10-Dec-97,
PR4(5):201,"Meli, R., Autore, G., Di Carlo, G., Capasso, F. Inhibitory Action of Quercetin on Intestinal Transit in Mice. Phytotherapy Research 4(5): 201, 1990.",,DUKE,10-Dec-97,
PR4:73,"Phytotherapy Research, 4: 73.",,DUKE,10-Dec-97,
PR4:93,"Phytotherapy Research, 4: 93.",,DUKE,10-Dec-97,
PR4:95,"Phytotherapy Research, 4: 95.",,DUKE,10-Dec-97,
PR6:74,"Shukla, B., Visen, P.K.S., Patnaik, G.K., Tripathi, S.C., Srimal, R.C., Dayal, R., and Dobhal, P.C. Hepatoprotective Activity in the Rat of Ursolic Acid Isolated from Eucalyptus Hybrid. Phytotherapy Research 6: 74-79, 1992.",,DUKE,10-Dec-97,
PS,Plant Science (IRELAND) (Vol.75=1991),,DUKE,10-Dec-97,
PS75:161,"Abid Ali Khan, M.M., Jain, D.C., Bhakuni, R.S., Zaim, M., and Thakur, R.S. 1991. Occurrence of some antiviral sterols in Artemisia annua. Plant Science, 75: 161-165, 1991.",,DUKE,10-Dec-97,
PT4(3):118,Jim Duke's personal files.,,DUKE,10-Dec-97,
PT5:1986,Jim Duke's personal files.,,DUKE,10-Dec-97,
PTD,"Potentially toxic dose, if taken daily over a long period",,DUKE,10-Dec-97,29-Apr-00
Pittier,"Pittier, H. 1926. Manual de las Plantas Usuales de Venezuela. Litografia del Comercio, Caracas, Venezuela.",,DUKE,10-Dec-97,
QJC,"Recently became Internat. J. Crude Drug Res. 28(1,2,3,4):1990",,DUKE,10-Dec-97,
QJC28(1):1,"Recently became Internat. J. Crude Drug Res. 28(1,2,3,4):1990, page 1.",,DUKE,10-Dec-97,
QJC28:155,"Recently became Internat. J. Crude Drug Res. 28(1,2,3,4):1990, page 155.",,DUKE,10-Dec-97,
QJC28:74,"Recently became Internat. J. Crude Drug Res. 28(1,2,3,4):1990, page 74.",,DUKE,10-Dec-97,
QRN,QRNM (Quarterly Rev. Nat. Med. (newsletter by Naturopath D. Brown).,,DUKE,10-Dec-97,
QRN94:112,"Brown, D.J. 1994. Vitex agnus castus clinical monograph. Quarterly Rev. of Natural Medicine. Summer 1994: pp. 111-120.","Presence questionable for progesterone, 17-hydroxyprogesterone, stosterone, and epitestosterone",DUKE,10-Dec-97,
RAA,"Rizk, A.F.M. and Al-Nowaihi, A.S., The Phytochemistry of the Horticultural Plants of Qatar, Scientific and Applied Research Centre, University of Qatar.",,DUKE,10-Dec-97,
RAD,"Radwanski, 1969",,DUKE,10-Dec-97,
RCS,Res. Commum. Subst. Abuse 14(1):81-94.1993.,,DUKE,10-Dec-97,
RDA,"Recommended Dietary Allowances, Rev. 1989. NAS. ",Lowest(usually for infants) to highest (often for lactating females) from Nat. Res. Council RDA 10th Ed. 1989,DUKE,10-Dec-97,
RES,"Dressler, H. 1994. Resorcinol-Its Uses and Derivatives. Plenum Press, New York. 500 pp.",,DUKE,10-Dec-97,
RFW,"R.F. Weiss, Herbal Medicine. 1988.",,DUKE,10-Dec-97,
RIE,Revista Itiliana Eppos (12=1994).,,DUKE,10-Dec-97,
RIE12:5,"Revista Itiliana Eppos, 12: 5, 1994.",,DUKE,10-Dec-97,
RIZ,"Rizk, A.F.M., The Phytochemistry of the Flora of Qatar, Scientific and Applied Research Centre, University of Qatar, Kingprint, Richmond, UK, 1986.",,DUKE,10-Dec-97,
RJH,"R.J. Hixtable (Huxtable, R.J. (as T. Max). 1992. This and That:The Essential Pharmacology of Herbs and Spices. Tips 13:15-20 Huxtable, R.J. 1992b. The Myth of Benficent Nature. The Risk of Herbal Preparations. Anns. Intern. Med. 117(2):165-6; Huxtable, R.",,DUKE,10-Dec-97,
ROD,"My Rodale Press Green Farmacy Draft, miscellaneous abstracts.",,DUKE,10-Dec-97,
RR,Rastitel'nye Resursy (abstract only),,DUKE,10-Dec-97,
RR21:85,"Rastitel'nye Resursy, 21: 85.",,DUKE,10-Dec-97,
RWG,"Gardner, R.W. 1994. Chemical Intolerance-Physiological Causes and Effects and Treatment Modalities. CRC Press, Boca Raton FL 163 pp.",,DUKE,10-Dec-97,
SAY,"Foster, S. and Yue, C.-X. 1992. Herbal Emissaries: Bringing Chinese Herbs to the West. Healing Arts Press, Rochester, Vermont 05767. 356 pp.",,DUKE,10-Dec-97,
SHZ,Shoy Zasshi 44:11. 1990.,,DUKE,10-Dec-97,
SMO,"Suziki, A., Morimoto, I., and Okitzu, T., Elution of Metals from Crude Drugs, Shoykugaku Zasshi 36(3):190-195.",,DUKE,10-Dec-97,
SN,Science News,,DUKE,10-Dec-97,
SN138:189.1990,"Science News, 138: 189, 1990.",,DUKE,10-Dec-97,
SN145:294,"Science News, 145: 294.",,DUKE,10-Dec-97,
SN146:421,"Science News, 146: 421.",,DUKE,10-Dec-97,
SNE137:292,Jim Duke's personal files.,,DUKE,10-Dec-97,
SZ,Shoyakugaku Zasshi (45+1991).,,DUKE,10-Dec-97,
SZ44:183,"Shoyakugaku Zasshi, 44: 183.",,DUKE,10-Dec-97,
SZ45:270,"Shoyakugaku Zasshi, 45: 270.",,DUKE,10-Dec-97,
Singh,"Singh, M.P., et al. 1979. Medicinal plants of Nepal - Retrospects and prospects. Economic Botany 33(2): 185-198.",,DUKE,10-Dec-97,
Standley,"Standley, Paul C. Trees and shrubs of Mexico. Contributions U.S. National Herbarium, vol. 23. Govt. Printing Office, Washington, D.C.",,DUKE,10-Dec-97,
"Standley,1931","Standley, P.C. 1931. Flora of the Lancetilla Valley, Honduras. Pub. 283, Botanical Series, vol. X. Field Museum of Natl. History, Chicago.",,DUKE,10-Dec-97,
"Standley,Steyermark","Standley, P.C., and J.A. Steyermark. 1952. Flora of Guatemala. Fieldiana Botany, vol, 24, pt. 3. Museum of Natl. History, Chicago.",,DUKE,10-Dec-97,
Steinmetz,"Steinmetz, E.F. 1957. codex Vegetabilis. Published by the author, Amsterdam.",,DUKE,10-Dec-97,
TAH,Thrombosis and Haemostasis (Vol 70=1993).,,DUKE,10-Dec-97,
TAKEOUT,Jim Duke's personal files.,,DUKE,10-Dec-97,
TET,Tetrahedron (48=1992).,,DUKE,10-Dec-97,
TL,Tetrahedron Letters,,DUKE,10-Dec-97,
TOX,"Keeler, R.F. and Tu, A.T. eds. 1991. Toxicology of Plant and Fungal Compounds. (Handbook of Natural Toxins Vol. 6) Marcel Dekker, Inc. NY. 665 pp.",,DUKE,10-Dec-97,
TRA,Tramil,,DUKE,10-Dec-97,
TRA42:511,"Tramil, 42: 511.",,DUKE,10-Dec-97,
TRA64:131,"Tramil, 64: 131.",,DUKE,10-Dec-97,
Tackholm,"Tackholm, Vivi and Gunnar. 1973 (reprint). Flora of Egypt. Vol. 1-4. Originally published in Foriad I Univ. Bulletin of the Faculty of Science, vol. 17, Cairo, 1941.",,DUKE,10-Dec-97,
Takeda,"ANON. 1978. List of Plants. Kyoto Herbal Garden, Parmacognostic Research Lab., Central Research Division, Takeda Chem. Industries, Ltd., Ichijoji, Sakyoku, Kyoto, Japan.",,DUKE,10-Dec-97,
UNE,"UNESCO. 1960. Medicinal Plants of the Arid Zones. eds.(botany) I.C. Chopra, B.K. Abrol and K.L. Hands; eds (pharmacology), R. Paris and G. Dillemann  UNESCO, Place de Fontenoy, Paris 7E. 96 pp.",,DUKE,10-Dec-97,
USA,USDA's Ag Handbook 8 and sequelae),,DUKE,10-Dec-97,
USA1,Revised USDA data received 1993.,,DUKE,10-Dec-97,
Uphof,"Uphof, J.C. Th. 1968. Dictionary of economic plants. 2nd ed. Verlag von J. Cramer.",,DUKE,10-Dec-97,
V&D,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart.",,DUKE,10-Dec-97,
V&E,Jim Duke's personal files.,,DUKE,10-Dec-97,
VAL,"Valnet, J. 1982. The Practice of Aromatherapy. Translated from the 1980 French Edition by Robin Campbell and Libby Houston. Destiny Books, New York. 279 pp.",,DUKE,10-Dec-97,
VET,"Tyler, V.E.. 1982. The Honest Herbal. George F. Stickley Co., Philadelphia PA. 263 pp.",,DUKE,10-Dec-97,
VET94,"Tyler, V.E.. 1994.",,DUKE,10-Dec-97,
W&B,"Watt, J.M., and Breyer-Brandwijk, M.G. The Medicinal and Poisonous Plants of Southern and Eastern Africa. 1962.",,DUKE,10-Dec-97,
W&M,"Werbach & Murray, 1994.",,DUKE,10-Dec-97,
W&R,Jim Duke's personal files.,,DUKE,10-Dec-97,
W&W,"Wagner & Wolff, eds. 1977. New Natural Products (RS164. I56. 176)",,DUKE,10-Dec-97,
WBB,"Watt, J.M. and Breyer-Brandwijk, M.G. 1962. The Medicinal and Poisonous Plants of Southern and Eastern Africa. E. & S. Livingstone, Ltd. Edinburg & London. 1457 pp.",,DUKE,10-Dec-97,25-Jul-00
WER,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp.",,DUKE,10-Dec-97,
WER317,"Werbach, M. 1993. Healing with Food. p. 317. Harper Collins, New York, 443 pp.",,DUKE,10-Dec-97,
WIC,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp.",,DUKE,10-Dec-97,
WO2,Wealth of India.,,DUKE,10-Dec-97,
WOI,"ANON. 1948-1976. The Wealth of India raw materials. Publications and Information Directorate, CSIR, New Delhi. 11 volumes.",,DUKE,10-Dec-97,
Walker,"Walker, Winifred. 1943. All the plants of the Bible. Harper & Brothers.",,DUKE,10-Dec-97,
Wong,"Wong, W. 1976. Some folk medicinal plants from Trinidad. Economic Botany 30(2): 103-142.",,DUKE,10-Dec-97,
YAK,Yakugaku Zasshi  (111=1991),,DUKE,10-Dec-97,
YAK106:1108,"Yakugaku Zasshi, 106: 1108.",,DUKE,10-Dec-97,
YAK111:193,"Yakugaku Zasshi, 111: 193, 1991.",,DUKE,10-Dec-97,
YAK112:645,"Yamahara, J., et al. Stomachic principles in ginger. II. Pungent and anti-ulcer effects of low polar constituents isolated from ginger, the dried rhizoma of... Yakugaku Zasshi 112: 645-655 (1992).",,DUKE,10-Dec-97,
YHJ,Yakhak Hoeji (Vol. 37(2)=1993).,,DUKE,10-Dec-97,
YHJ37:182,"Yakhak Hoeji, 37: 182, 1993.",,DUKE,10-Dec-97,
YYB,Jim Duke's personal files.,,DUKE,10-Dec-97,
Yeh,"Yey, S.D.J. 1973. Anticancer Chinese Herbal Medicines. Maerican Journal of Chinese Medicine 1(2): 271-274.",,DUKE,10-Dec-97,
ZLU,Zeitshcrift fur Lebensmittel Untersuchung,,DUKE,10-Dec-97,
ZLU197:20,"Lagouri, V., Blekas, G., Tsimidou, M., Kokkini, S., and Boskou, D. 1993. Composition and Antioxidant Activity of Essential Oils from Oregano Plants Grown Wild in Greece. Z. Lebensm Unters Forsch 197: 20-23.",Trace scored as <0.1,DUKE,10-Dec-97,
ZN43:370,"Bestmann, H.J., Kobold, U., Classen, B., Vostrowsky, O., Sah, G.C.S., Pant, A.K., Melkani, A.B. and Mathela, C.S. 1988. New Constituents of Essential Oil from Elsholtzia pilosa. Zeit. Naturforsch. 43c: 370-372.",,DUKE,10-Dec-97,29-Apr-00
ZNA45:1073,"Vostrowsky, O., Garbe, W., Bestmann, H.J. and Maia, J.G.S. 1990. Essential Oil of Alfavaca, Ocimum gratissimum, from Brazilian Amazon. Zeitschr. Naturforschung 45(C): 1073-6.",,DUKE,10-Dec-97,
ZYD,Zhongguo Yaolixue ye Dulixue Zazhi 6(2):1992.,,DUKE,10-Dec-97,
ZZZ,Zhongguo Zhongyao Zazhi Vol. 20(4)=1995.,,DUKE,10-Dec-97,
JAD,"Duke, J. A. Writeups or information summaries on approximately 2,000 economic plants, USDA, ARS, Beltsville, MD 20705.",,DUKE,9-Jun-98,
FYT,"Hetherington, M and Steck, W. 1997. Natural chemicals from northern prairie plants - the phytochemical contents of one thousand North American species. 277 pp. Ag-West Biotech, Inc. Saskatoon, Canada. Fytokem Products, Saskatoon.",,DUKE,27-Aug-98,
13763,"Hussain, R.A., et. al. 1990. Sweetening Agents of Plant Origin: Phenylpropanoid Constituents of Seven Sweet-Tasting Plants. Econ. Bot. 44 2: 174-182. Program Collab. Res. Pharm. Sci. Coll. Pharmacy Univ. Illinois at Chicago IL 60680, USA.",,DUKE,27-Aug-98,
14601,"Youngken Jr, H. W., Tashiro, J. T. 1970. Survey of Plants for Antimalarial Activity. U. S. Army Med. Res. Develop. Command Rept. (Dept. Pharmacognosy Coll. Pharm. Univ. Rhode Island Kingston RI 02881, USA.",,DUKE,27-Aug-98,
15731,"Caceres,A., et al. 1993. Plants Used in Guatemala for the Treatment of Gastrointestinal Disorders.Confirmation of Activity Against Enterobacteria of 16 Plants. J. Ethnopharmacol 38 1:31-38.Fac. Chem. Sci. Pharm.  Univ. San Carlos Guatemala City,Guatemala.",,DUKE,27-Aug-98,
15736,"Caceres, A., et al. 1993. Plants Used in Guatemala for the Treatment of Respiratory Diseases. Evaluation of Activity of 16 Plants Against Gram-Positive Bacteria. J. Ethnopharmacol. 39 1: 77-82. Fac. Chem. Sci. Pharm. Univ. San Carlos Carlos, Guatemala.",,DUKE,27-Aug-98,
15737,"Caceres, A., Cano, O., Samayoa, B., Aguilar, L. 1990. Plants Used in Guatemala for the Treatment of Gastrointestinal Disorders. Screening of 84 Plants Against Enterobacteria. J. Ethnopharmacol. 30 1: 55-73. Cemt Apartado Postal  01001, Guatemala.",,DUKE,27-Aug-98,
16871,"Bohrmann, H., Youngken Jr., H. W. 1968. Estragole, The Main compound in the Volatile Oil of Tagetes Filifolia (Compositae). Phytochemistry 7: 1415-1416. Dept. Pharmacognosy Coll. Pharm. Univ. Rhode Iisland Kingston RI 02881, USA",,DUKE,27-Aug-98,
16872,"Zygadlo, J. S., Guzman, C. A., Grosso, N. R. 1994. Antifungal Properties of the Leaf Oils of Tagetes Minuta L. and T. filifolia Lag. J. Essent. Oil Res. 6 6: 617-621. Cat Quim Org Fac Cien Exact Univ Nacion Cordoba Cordoba  5000 Argentina.",,DUKE,27-Aug-98,
16873,"Abburraa, R. E., et al. 1990. Study of the Essential Oil of Tagetes filifolia (Asteraceae) as Potential Producer of Estragole and Anethole. An Asoc Quim Argent 78 3: 153-156. Fac Cience Exactas Fis Nat  Univ Nac Cordoba Cordoba, Argentina.",,DUKE,27-Aug-98,
16874,"Chan, G. F. Q., Lee, M. M., Glushka, J., Towers, G. H. N. 1979. Photosensitizing Thiophenes in Porophyllum, Tessaria and Tagetes. Phytochemistry 18: 1566. Fac. Pharm. Sci. Univ. British Columbia Vancouver BC MBIA Canada.",,DUKE,27-Aug-98,
