SUPERACT,ACTIVITY
Leishmaniasis,Antiitch
Leishmaniasis,Antileishmaniac
Leishmaniasis,Antileishmanic
Leishmaniasis,Antimicrobial
Leishmaniasis,Antineurodermatitic
Leishmaniasis,Antinociceptive
Leishmaniasis,Antioxidant
Leishmaniasis,Antioxidant Synergist
Leishmaniasis,Antiparasitic
Leishmaniasis,Antiplasmodial
Leishmaniasis,Antiprotozoal
Leishmaniasis,Antipruritic
Leishmaniasis,Antiseptic
Leishmaniasis,Antiulcer
Leishmaniasis,Antiulcerogenic
Leishmaniasis,Antiviral
Leishmaniasis,Astringent
Leishmaniasis,Capillarifortificant
Leishmaniasis,Capillariprotective
Leishmaniasis,Capillaritonic
Leishmaniasis,Circulotonic
Leishmaniasis,Counterirritant
Leishmaniasis,COX-1-Inhibitor
Leishmaniasis,COX-2-Inhibitor
Leishmaniasis,Cyclooxygenase-Inhibitor
Leishmaniasis,Cytoprotective
Leishmaniasis,Disinfectant
Leishmaniasis,Ectoparasiticide
Leishmaniasis,Fungicide
Leishmaniasis,Fungistat
Leishmaniasis,Gastroprotective
Leishmaniasis,Gram(+)icide
Leishmaniasis,Gram(-)icide
Leishmaniasis,Hematonic
Leishmaniasis,Hepatoprotective
Leishmaniasis,Hepatotonic
Leishmaniasis,Immunostimulant
Leishmaniasis,Insect-Repellent
Leishmaniasis,Insecticide
Leishmaniasis,Insecticide-Synergist
Leishmaniasis,Insectifuge
Leishmaniasis,Larvicide
Leishmaniasis,Larvifuge
Leishmaniasis,Larvistat
Leishmaniasis,MDR-Inhibitor
Leishmaniasis,Mycobactericide
Leishmaniasis,Nematicide
Leishmaniasis,Nematistat
Leishmaniasis,Nervine
Leishmaniasis,Neuroprotective
Leishmaniasis,Neurosedative
Leishmaniasis,Parasiticide
Leishmaniasis,Pesticide
Leishmaniasis,Plasmodicide
Leishmaniasis,Vasculoprotective
Leishmaniasis,Vasoprotective
Leishmaniasis,Vasotonic
Leishmaniasis,Venotonic
Stress,Adrenalytic
Stress,Adrenoreceptor Antagonist
Stress,Antacid
Stress,Antiadrenergic
Stress,Antiaging
Stress,Antianxiety
Stress,Anticapillary-Fragility
Stress,Antidepressant
Stress,Antifatigue
Stress,Antihypertensive
Stress,Antiinflammatory
Stress,Antiinsomniac
Stress,Antinauseant
Stress,Antioxidant
Stress,Antioxidant (LDL)
Stress,Antioxidant Synergist
Stress,Antistress
Stress,Antistressor
Stress,Antiulcer
Stress,Antiulcerogenic
Stress,Anxiolytic
Stress,Apertif
Stress,Capillarifortificant
Stress,Capillariprotective
Stress,Capillaritonic
Stress,Cardioprotective
Stress,Cardiorelaxant
Stress,Cardiosedative
Stress,Cardiotonic
Stress,Carminative
Stress,Cerebrocirculant
Stress,Cerebroprotective
Stress,Cerebrotonic
Stress,Circulotonic
Stress,CNS-Depressant
Stress,Counterirritant
Stress,COX-2-Inhibitor
Stress,Cyclooxygenase-Inhibitor
Stress,Cytoprotective
Stress,Dopaminergic
Stress,Dopaminigenic
Stress,Endorphinogenic
Stress,Euphoriant
Stress,Euphoric
Stress,Euphorigenic
Stress,GABA-nergic
Stress,GABA Receptor Agonist
Stress,Gastroprotective
Stress,Hypocholesterolemic
Stress,Hypotensive
Stress,Immunomodulator
Stress,Immunostimulant
Stress,Myorelaxant
Stress,Nervine
Stress,Neuroleptic
Stress,Neurolytic
Stress,Neuroprotective
Stress,Neurosedative
Stress,Pulmonoprotective
Stress,Sedative
Stress,Serotoninergic
Stress,Tonic
Stress,Tranquilizer
Stress,Ulcerprotective
Stress,Vasculoprotective
Stress,Vasoprotective
Stress,Vasotonic
Stress,Venotonic
Prostatitis,Hypocholesterolemic
High Blood Pressure/Hypertension,Hypocholesterolemic
BPH,Hypocholesterolemic
Impotence,Hypocholesterolemic
Cancer,Hypocholesterolemic
ADD,AntiADD
ADD,Adrenoreceptor Antagonist
ADD,Antianxiety
ADD,Antidepressant
ADD,Antidote (Lead)
ADD,Antihyperactivity
ADD,Antihyperkinetic
ADD,Antihypersensitivity
ADD,Antihypertensive
ADD,Antihypertonic
ADD,Antihyperventilation
ADD,Antihysteric
ADD,Antiinflammatory
ADD,Antiinsomniac
ADD,Antiinsomnic
ADD,Antimanic
ADD,Antioxidant
ADD,Antioxidant Synergist
ADD,Antistress
ADD,Antistressor
ADD,Anxiolytic
ADD,Calcium-Antagonist
ADD,Calcium-Channel-Blocker
ADD,CNS-Depressant
ADD,CNS-Sedative
ADD,CNS-Stimulant
ADD,Dopaminergic
ADD,Dopaminigenic
ADD,Endorphinogenic
ADD,GABA-Antagonist
ADD,GABA-Inhibitor
ADD,GABA-nergic
ADD,Hypokinetic
ADD,Hypotensive
ADD,Immunostimulant
ADD,Melatoninergic
ADD,Melatoninogenic
ADD,Myodepressant
ADD,Narcotic
ADD,Nervine
ADD,Neuroprotective
ADD,Neurosedative
ADD,Sedative
ADD,Serotoninergic
ADD,Tonic
ADD,Tranquilizer
MRSA,(-)-Bactericide
MRSA,Antiabscess
MRSA,Antibacterial
MRSA,Antibiotic
MRSA,Anticandidosis
MRSA,Antiinfective
MRSA,Antiinflammatory
MRSA,Antimicrobial
MRSA,AntiMRSA
MRSA,Antipneumonic
MRSA,Antiseptic
MRSA,Antistaph
MRSA,Antistaphylococcic
MRSA,Antiviral
MRSA,Antiyeast
MRSA,Astringent
MRSA,Bacteriolytic
MRSA,Bacteriophagicide
MRSA,Bacteriostatic
MRSA,Bacteristat
MRSA,Bronchoprotectant
MRSA,Bronchotonic
MRSA,Candidicide
MRSA,Candidistat
MRSA,COX-1-Inhibitor
MRSA,COX-2-Inhibitor
MRSA,Cyclooxygenase-Inhibitor
MRSA,Disinfectant
MRSA,Fungicide
MRSA,Fungistat
MRSA,Gastroprotective
MRSA,Gram(+)icide
MRSA,Gram(-)icide
MRSA,Hepatoprotective
MRSA,Immunostimulant
MRSA,MDR-Inhibitor
MRSA,Mycobactericide
MRSA,Protisticide
MRSA,Tonic
Caries,(-)-Bactericide
Caries,Antiabscess
Caries,Antibacterial
Caries,Antibiotic
Caries,Anticandidosis
Caries,Anticaries
Caries,Anticariogenic
Caries,Antigingivitic
Caries,Antiinfective
Caries,Antiinflammatory
Caries,Antimicrobial
Caries,Antiodontalgic
Caries,Antiosteoporotic
Caries,Antiosteotic
Caries,Antioxidant
Caries,Antioxidant Synergist
Caries,Antiperiodontal
Caries,Antiperiodontic
Caries,Antiperiodontitic
Caries,Antiplaque
Caries,Antiseptic
Caries,Antistrep
Caries,Antistreptococcic
Caries,Antiyeast
Caries,Astringent
Caries,Bacteriolytic
Caries,Bacteriophagicide
Caries,Bacteriostatic
Caries,Bacteristat
Caries,Candidicide
Caries,Candidistat
Caries,Disinfectant
Caries,Gram(+)icide
Caries,Gram(-)icide
Caries,Mycobactericide
Caries,Osteogenic
Caries,Sialogogue
Caries,Antiodonititic
Fibromyalgia,Adaptogenic
Fibromyalgia,Analgesic
Fibromyalgia,Analgesic-Synergist
Fibromyalgia,Anesthetic
Fibromyalgia,Anesthetic-potentiator
Fibromyalgia,Antiallergenic
Fibromyalgia,Antiallergic
Fibromyalgia,Antianxiety
Fibromyalgia,Antibiotic
Fibromyalgia,Antidepressant
Fibromyalgia,Antiedemic
Fibromyalgia,Antifatigue
Fibromyalgia,Antifibromyalgic
Fibromyalgia,Antiinflammatory
Fibromyalgia,Antilethargic
Fibromyalgia,Antileukotriene
Fibromyalgia,Antileukotriene-B4
Fibromyalgia,Antileukotriene-D4
Fibromyalgia,Antileukotrienogenic
Fibromyalgia,Antimyalgic
Fibromyalgia,Antimyocontractant
Fibromyalgia,Antinociceptive
Fibromyalgia,Antioxidant
Fibromyalgia,Antipharyngitic
Fibromyalgia,Antiprostaglandigenic
Fibromyalgia,Antiprostaglandin
Fibromyalgia,Antirheumatalgic
Fibromyalgia,Antirheumatic
Fibromyalgia,Antispasmodic
Fibromyalgia,Antispasmogenic
Fibromyalgia,Antispastic
Fibromyalgia,Antistress
Fibromyalgia,Antistressor
Fibromyalgia,Antiviral
Fibromyalgia,Anxiolytic
Fibromyalgia,Bacteriophagicide
Fibromyalgia,COX-2-Inhibitor
Fibromyalgia,Counterirritant
Fibromyalgia,Cyclooxygenase-Inhibitor
Fibromyalgia,Hyperglycemic
Fibromyalgia,Immunomodulator
Fibromyalgia,Immunostimulant
Fibromyalgia,Interferon-Synergist
Fibromyalgia,Interferonogenic
Fibromyalgia,Leukotriene-Inhibitor
Fibromyalgia,Mitochondriaprotective
Fibromyalgia,Mitochondriastimulant
Fibromyalgia,Myoprotective
Fibromyalgia,Myorelaxant
Fibromyalgia,Myotonic
Fibromyalgia,Nervine
Fibromyalgia,Phagicide
Fibromyalgia,Phagocytotic
Fibromyalgia,Prostaglandin-Synthesis-Inhibitor
Fibromyalgia,Prostaglandin-Synthetase-Inhibitor
Fibromyalgia,Serotoninergic
Fibromyalgia,SSRI
Fibromyalgia,Stimulant
Fibromyalgia,Tonic
Fibromyalgia,Viricide
Fibromyalgia,Viristat
Kidney Stones,Antilithic
Kidney Stones,Antiprostaglandigenic
Kidney Stones,AntiTNF
Kidney Stones,Choleretic
Kidney Stones,Demulcent
Kidney Stones,Diuretic
Kidney Stones,Litholytic
Kidney Stones,Prostaglandin-Synthesis-Inhibitor
Kidney Stones,Prostaglandin-Synthetase-Inhibitor
Kidney Stones,Sodium-Blocker
High Blood Pressure/Hypertension,ACE-Inhibitor
High Blood Pressure/Hypertension,Antiangiotensic
Bursitis,Analgesic
Bursitis,Anesthetic
Bursitis,Antiarthritic
Bursitis,Antibursitic
Bursitis,Anticapillary-Fragility
Bursitis,Anticollagenase
Bursitis,Anticollegenase
Bursitis,Antidermatitic
Bursitis,Antiedemic
Bursitis,Antielastase
Bursitis,Antigout
Bursitis,Antiinfective
Bursitis,Antiinflammatory
Bursitis,Antilumbagic
Bursitis,Antilymphedemic
Bursitis,Antineuritic
Bursitis,Antinociceptive
Bursitis,Antiosteoarthritic
Bursitis,Antiosteotic
Bursitis,Antiprostaglandigenic
Bursitis,Antiprostaglandin
Bursitis,Antipyretic
Bursitis,Antirheumatalgic
Bursitis,Antirheumatic
Bursitis,Antispasmodic
Bursitis,Antispasmogenic
Bursitis,AntiTNF
Bursitis,Capillarifortificant
Bursitis,Capillariprotective
Bursitis,Circulatory-Stimulant
Bursitis,Collagenase-Inhibitor
Bursitis,Counterirritant
Bursitis,COX-2-Inhibitor
Bursitis,Cyclooxygenase-Inhibitor
Bursitis,Diuretic
Bursitis,Elastase-Inhibitor
Bursitis,Glucose-6-Phosphatase-Stimulant
Bursitis,Hydrating
Bursitis,Hypouricemic
Bursitis,Lipoxygenase-Inhibitor
Bursitis,12-Lipoxygenase-Inhibitor
Bursitis,Lymphatic
Bursitis,Myorelaxant
Bursitis,Natriuretic
Bursitis,Nervine
Bursitis,Prostaglandin-Synthesis-Inhibitor
Bursitis,Proteolytic
Bursitis,Rubefacient
Bursitis,Saluretic
Bursitis,Spasmolytic
Bursitis,Urealytic
Bursitis,Uricosuric
Bursitis,Xanthine-Oxidase-Inhibitor
Cough,Analgesic
Cough,Anesthetic
Cough,Antiallergenic
Cough,Antiallergic
Cough,Antibacterial
Cough,Antibiotic
Cough,Antibronchitic
Cough,Antibronchoconstrictor
Cough,Anticandidosis
Cough,Anticatarrh
Cough,Antihistaminic
Cough,Antihistamine
Cough,Antiinfective
Cough,Antiinflammatory
Cough,Antilaryngitic
Cough,Antimicrobial
Cough,Antinociceptive
Cough,Antioxidant
Cough,Antipertussic
Cough,Antipertussive
Cough,Antipharyngitic
Cough,Antiseptic
Cough,Antisinusitic
Cough,Antispasmodic
Cough,Antispasmogenic
Cough,Antispastic
Cough,Antistress
Cough,Antistressor
Cough,Antitussive
Cough,Antiviral
Cough,Bacteriophagicide
Cough,Bacteristat
Cough,Bronchodilator
Cough,Bronchoprotectant
Cough,Bronchorelaxant
Cough,Bronchosedative
Cough,Bronchospasmolytic
Cough,Bronchotonic
Cough,Candidicide
Cough,Candidistat
Cough,Cold-preventive
Cough,Counterirritant
Cough,COX-2-Inhibitor
Cough,Cyclooxygenase-Inhibitor
Cough,Decongestant
Cough,Demulcent
Cough,Disinfectant
Cough,Expectorant
Cough,Immunomodulator
Cough,Immunostimulant
Cough,Mucoregulator
Cough,Mycobactericide
Cough,Phagocytotic
Cough,Secretolytic
Cough,Secretomotor
Cough,Sedative
Cough,Spasmolytic
Cough,Tonic
Diverticulitis,Analgesic
Diverticulitis,Anesthetic
Diverticulitis,Antiacid
Diverticulitis,Antianxiety
Diverticulitis,Antibacterial
Diverticulitis,Anticancer (Colon)
Diverticulitis,Anticapillary-Fragility
Diverticulitis,Anticarcinomic (Colon)
Diverticulitis,Anticolonospasmic
Diverticulitis,Antidiarrheic
Diverticulitis,Antidyspeptic
Diverticulitis,Antiedemic
Diverticulitis,Antiemetic
Diverticulitis,Antienteritic
Diverticulitis,Antienterotic
Diverticulitis,Antienterotoxic
Diverticulitis,Antiflatulent
Diverticulitis,Antigastric
Diverticulitis,Antigastritic
Diverticulitis,Antigastrotic
Diverticulitis,Antihemorrhoidal
Diverticulitis,AntiIBD
Diverticulitis,Antiinflammatory
Diverticulitis,Antilymphedemic
Diverticulitis,Antimicrobial
Diverticulitis,Antinociceptive
Diverticulitis,Antioxidant
Diverticulitis,Antioxidant Synergist
Diverticulitis,Antiscorbutic
Diverticulitis,Antiseptic
Diverticulitis,Antispasmodic
Diverticulitis,Antispasmogenic
Diverticulitis,Antistress
Diverticulitis,Antistressor
Diverticulitis,Antitumor (Colon)
Diverticulitis,Antiulcer
Diverticulitis,Antiulcerogenic
Diverticulitis,Anxiolytic
Diverticulitis,Capillarifortificant
Diverticulitis,Capillariprotective
Diverticulitis,Carminative
Diverticulitis,Chemopreventive (Colon Cancer)
Diverticulitis,Circulatory-Stimulant
Diverticulitis,Counterirritant
Diverticulitis,COX-2-Inhibitor
Diverticulitis,Cyclooxygenase-Inhibitor
Diverticulitis,Demulcent
Diverticulitis,Digestive
Diverticulitis,Diuretic
Diverticulitis,Enterotonic
Diverticulitis,Fiber-Rich
Diverticulitis,Gastric-Anesthetic
Diverticulitis,Gastroprotective
Diverticulitis,Gastrosedative
Diverticulitis,Gastrostimulant
Diverticulitis,Hepatoprotective
Diverticulitis,Laxative
Diverticulitis,Lipoxygenase-Inhibitor
Diverticulitis,Lymphatic
Diverticulitis,Myorelaxant
Diverticulitis,Natriuretic
Diverticulitis,Nervine
Diverticulitis,Peristaltic
Diverticulitis,Prebiotic
Diverticulitis,Probiotic
Diverticulitis,Proteolytic
Diverticulitis,Purgative
Diverticulitis,Saluretic
Diverticulitis,Secretogogue
Diverticulitis,Sedative
Diverticulitis,Sialogogue
Diverticulitis,Stimulant
Diverticulitis,Stomachic
Diverticulitis,Tonic
Dry Mouth / Xerostomia,Antianxiety
Dry Mouth / Xerostomia,Anticaries
Dry Mouth / Xerostomia,Anticariogenic
Dry Mouth / Xerostomia,Antidepressant
Dry Mouth / Xerostomia,Antidiabetic
Dry Mouth / Xerostomia,Antimicrobial
Dry Mouth / Xerostomia,Antiplaque
Dry Mouth / Xerostomia,Antixerostomic
Dry Mouth / Xerostomia,Antixerotic
Dry Mouth / Xerostomia,Anxiolytic
Dry Mouth / Xerostomia,Demulcent
Dry Mouth / Xerostomia,Immunomodulator
Dry Mouth / Xerostomia,Immunostimulant
Dry Mouth / Xerostomia,Lachrymatory
Dry Mouth / Xerostomia,Nervine
Dry Mouth / Xerostomia,Neuroprotective
Dry Mouth / Xerostomia,Sialogogue
Fibromyalgia,Antiacid
Fibromyalgia,Antiarthritic
Fibromyalgia,Antibacterial
Fibromyalgia,Anticollagenase
Fibromyalgia,Anticollegenase
Fibromyalgia,Antidermatitic
Fibromyalgia,Antidyspeptic
Fibromyalgia,Antielastase
Fibromyalgia,Antiemetic
Fibromyalgia,Antiflatulent
Fibromyalgia,Antigastric
Fibromyalgia,Antigastritic
Fibromyalgia,Antigastrotic
Fibromyalgia,AntiIBD
Fibromyalgia,Antiinsomnic
Fibromyalgia,Antinauseant
Fibromyalgia,Antineuralgic
Fibromyalgia,Antineuritic
Fibromyalgia,Antiosteoarthritic
Fibromyalgia,Antiosteotic
Fibromyalgia,Antioxidant Synergist
Fibromyalgia,Antipeptic
Fibromyalgia,Antiseptic
Fibromyalgia,Antiulcer
Fibromyalgia,Antiulcerogenic
Fibromyalgia,Bitter
Fibromyalgia,Capillarifortificant
Fibromyalgia,Capillariprotective
Fibromyalgia,Carminative
Fibromyalgia,Circulatory-Stimulant
Fibromyalgia,Collagenase-Inhibitor
Fibromyalgia,Demulcent
Fibromyalgia,Digestive
Fibromyalgia,Diuretic
Fibromyalgia,Elastase-Inhibitor
Fibromyalgia,Endorphinogenic
Fibromyalgia,Energizer
Fibromyalgia,Euphoriant
Fibromyalgia,Euphoric
Fibromyalgia,Euphorigenic
Fibromyalgia,Gastric-Anesthetic
Fibromyalgia,Gastroprotective
Fibromyalgia,Gastrosedative
Fibromyalgia,Gastrostimulant
Fibromyalgia,Increase Natural Killer (NK) Cell Activity
Fibromyalgia,Increase T-lymphocyte Proliferation
Fibromyalgia,Lipoxygenase-Inhibitor
Fibromyalgia,12-Lipoxygenase-Inhibitor
Fibromyalgia,Memorigenic
Fibromyalgia,Natriuretic
Fibromyalgia,Neuroprotective
Fibromyalgia,Neurosedative
Fibromyalgia,Proteolytic
Fibromyalgia,Saluretic
Fibromyalgia,Secretogogue
Fibromyalgia,Sedative
Fibromyalgia,Sialogogue
Fibromyalgia,Spasmolytic
Fibromyalgia,Tranquilizer
Sore Throat / Laryngitis / Pharyngitis,Analgesic
Sore Throat / Laryngitis / Pharyngitis,Anesthetic
Sore Throat / Laryngitis / Pharyngitis,Antiallergenic
Sore Throat / Laryngitis / Pharyngitis,Antiallergic
Sore Throat / Laryngitis / Pharyngitis,Antibacterial
Sore Throat / Laryngitis / Pharyngitis,Antibiotic
Sore Throat / Laryngitis / Pharyngitis,Antibronchitic
Sore Throat / Laryngitis / Pharyngitis,Anticandidosis
Sore Throat / Laryngitis / Pharyngitis,Anticatarrh
Sore Throat / Laryngitis / Pharyngitis,Antihistaminic
Sore Throat / Laryngitis / Pharyngitis,Antihistamine
Sore Throat / Laryngitis / Pharyngitis,Antiinfective
Sore Throat / Laryngitis / Pharyngitis,Antiinflammatory
Sore Throat / Laryngitis / Pharyngitis,Antilaryngitic
Sore Throat / Laryngitis / Pharyngitis,Antimicrobial
Sore Throat / Laryngitis / Pharyngitis,Antinociceptive
Sore Throat / Laryngitis / Pharyngitis,Antioxidant
Sore Throat / Laryngitis / Pharyngitis,Antipertussic
Sore Throat / Laryngitis / Pharyngitis,Antipertussive
Sore Throat / Laryngitis / Pharyngitis,Antipharyngitic
Sore Throat / Laryngitis / Pharyngitis,Antiseptic
Sore Throat / Laryngitis / Pharyngitis,Antisinusitic
Sore Throat / Laryngitis / Pharyngitis,Antistress
Sore Throat / Laryngitis / Pharyngitis,Antistressor
Sore Throat / Laryngitis / Pharyngitis,Antitussive
Sore Throat / Laryngitis / Pharyngitis,Antiviral
Sore Throat / Laryngitis / Pharyngitis,Bacteriophagicide
Sore Throat / Laryngitis / Pharyngitis,Bacteristat
Sore Throat / Laryngitis / Pharyngitis,Bronchoprotectant
Sore Throat / Laryngitis / Pharyngitis,Bronchotonic
Sore Throat / Laryngitis / Pharyngitis,Candidicide
Sore Throat / Laryngitis / Pharyngitis,Candidistat
Sore Throat / Laryngitis / Pharyngitis,Cold-preventive
Sore Throat / Laryngitis / Pharyngitis,Counterirritant
Sore Throat / Laryngitis / Pharyngitis,COX-2-Inhibitor
Sore Throat / Laryngitis / Pharyngitis,Cyclooxygenase-Inhibitor
Sore Throat / Laryngitis / Pharyngitis,Demulcent
Sore Throat / Laryngitis / Pharyngitis,Disinfectant
Sore Throat / Laryngitis / Pharyngitis,Immunomodulator
Sore Throat / Laryngitis / Pharyngitis,Immunostimulant
Sore Throat / Laryngitis / Pharyngitis,Mucoregulator
Sore Throat / Laryngitis / Pharyngitis,Mycobactericide
Sore Throat / Laryngitis / Pharyngitis,Phagocytotic
Sore Throat / Laryngitis / Pharyngitis,Secretolytic
Sore Throat / Laryngitis / Pharyngitis,Secretomotor
Sore Throat / Laryngitis / Pharyngitis,Sedative
Sore Throat / Laryngitis / Pharyngitis,Spasmolytic
Sore Throat / Laryngitis / Pharyngitis,Tonic
Sore Throat / Laryngitis / Pharyngitis,Tracheorelaxant
Sinusitis,12-Lipoxygenase-Inhibitor
Sinusitis,Analgesic
Sinusitis,Anesthetic
Sinusitis,Antiallergenic
Sinusitis,Antiallergic
Sinusitis,Antiasthmatic
Sinusitis,Antibacterial
Sinusitis,Antibiotic
Sinusitis,Antibronchitic
Sinusitis,Antibronchoconstrictor
Sinusitis,Anticold
Sinusitis,Antidermatitic
Sinusitis,Antiedemic
Sinusitis,Antihistaminic
Sinusitis,Antiinflammatory
Sinusitis,Antiitch
Sinusitis,Antimigraine
Sinusitis,Antimyalgic
Sinusitis,Antineuralgic
Sinusitis,Antinociceptive
Sinusitis,Antioxidant
Sinusitis,Antipharyngitic
Sinusitis,Antiprostaglandin
Sinusitis,Antipruritic
Sinusitis,Antirhinitic
Sinusitis,Antirhinoviral
Sinusitis,Antiseptic
Sinusitis,Antisinusitic
Sinusitis,Antispasmodic
Sinusitis,Antitussive
Sinusitis,Antiviral
Sinusitis,Arteriodilator
Sinusitis,Asthma-preventive
Sinusitis,Astringent
Sinusitis,Bronchodilator
Sinusitis,Bronchorelaxant
Sinusitis,Bronchosedative
Sinusitis,Bronchospasmolytic
Sinusitis,Bronchotonic
Sinusitis,Counterirritant
Sinusitis,COX-2-Inhibitor
Sinusitis,Cyclooxygenase-Inhibitor
Sinusitis,Decongestant
Sinusitis,Expectorant
Sinusitis,Febrifuge
Sinusitis,Immunomodulator
Sinusitis,Immunostimulant
Sinusitis,Antiinterleukin-1
Sinusitis,Lipoxygenase-Inhibitor
Sinusitis,Mast-Cell-Stabilizer
Sinusitis,Myorelaxant
Sinusitis,PAF-Inhibitor
Sinusitis,Phagocytotic
Sinusitis,Prostaglandin-Synthesis-Inhibitor
Sinusitis,Prostaglandin-Synthetase-Inhibitor
Sinusitis,Tranquilizer
Sinusitis,Sedative
Sinusitis,Spasmolytic
Sinusitis,Vasodilator
Sinusitis,Viricide
Sinusitis,Viristat
Sunburn,Analgesic
Sunburn,Anesthetic
Sunburn,Antibacterial
Sunburn,Antibiotic
Sunburn,Anticancer
Sunburn,Anticancer (Skin)
Sunburn,Anticapillary-Fragility
Sunburn,Anticarcinogenic
Sunburn,Anticarcinomic
Sunburn,Antidermatitic
Sunburn,Antiedemic
Sunburn,Antiinflammatory
Sunburn,Antiitch
Sunburn,Antilymphedemic
Sunburn,Antimelanomic
Sunburn,Antimutagenic
Sunburn,Antinociceptive
Sunburn,Antioxidant
Sunburn,Antiperoxidant
Sunburn,Antipyretic
Sunburn,Antiseptic
Sunburn,Antistress
Sunburn,Antisunburn
Sunburn,Antitumor
Sunburn,Antitumor (Skin)
Sunburn,Antitumor-Initiator
Sunburn,Antitumor-Promoter
Sunburn,Bacteristat
Sunburn,Cancer-Preventive
Sunburn,Cancerostatic
Sunburn,Capillarifortificant
Sunburn,Capillariprotective
Sunburn,Carcinostatic
Sunburn,Chemopreventive
Sunburn,Circulatory-Stimulant
Sunburn,COX-2-Inhibitor
Sunburn,Cyclooxygenase-Inhibitor
Sunburn,Demulcent
Sunburn,Immunomodulator
Sunburn,Immunostimulant
Sunburn,Moisturizing
Sunburn,Nervine
Sunburn,Saluretic
Sunburn,Sunscreen
Sunburn,Ultraviolet-Screen
Sunburn,UV-Screen
Sunburn,Vulnerary
Tinnitus,Antianxiety
Tinnitus,Antiatherogenic
Tinnitus,Antiatheromic
Tinnitus,Antiatherosclerotic
Tinnitus,Antiatherotic
Tinnitus,Anticholesteremic
Tinnitus,Anticholesterogenic
Tinnitus,Antidepressant
Tinnitus,Antihypercholesterolemic
Tinnitus,Antihypertensive
Tinnitus,Antiinflammatory
Tinnitus,Antiinsomniac
Tinnitus,Antiinsomnic
Tinnitus,Antiotalgic
Tinnitus,Antiotitic
Tinnitus,Antiototic
Tinnitus,Antistress
Tinnitus,Antistressor
Tinnitus,Antitinnitic
Tinnitus,Anxiolytic
Tinnitus,CNS-Depressant
Tinnitus,CNS-Inhibitor
Tinnitus,CNS-Sedative
Tinnitus,CNS-Suppressant
Tinnitus,Hypocholesterolemic
Tinnitus,Hypotensive
Tinnitus,Myodepressant
Tinnitus,Myoprotective
Tinnitus,Myorelaxant
Tinnitus,Myotonic
Tinnitus,Sedative
Tinnitus,Serotoninergic
Athletes Foot,Antiabscess
Athletes Foot,Antiactinomycotic
Athletes Foot,Antibacterial
Athletes Foot,Anticandidosis
Athletes Foot,Anticapillary-Fragility
Athletes Foot,Anticryptococcic
Athletes Foot,Antiedemic
Athletes Foot,Antiinfective
Athletes Foot,Antiinflammatory
Athletes Foot,Antilymphedemic
Athletes Foot,Antimycoplasmotic
Athletes Foot,Antimycotic
Athletes Foot,Antiyeast
Athletes Foot,Astringent
Athletes Foot,Bacteriolytic
Athletes Foot,Bacteriophagicide
Athletes Foot,Bacteriostatic
Athletes Foot,Bacteristat
Athletes Foot,Candidicide
Athletes Foot,Candidistat
Athletes Foot,Capillarifortificant
Athletes Foot,Capillariprotective
Athletes Foot,COX-2-Inhibitor
Athletes Foot,Cyclooxygenase-Inhibitor
Athletes Foot,Disinfectant
Athletes Foot,Diuretic
Athletes Foot,Fungicide
Athletes Foot,Fungistat
Athletes Foot,Gram(+)icide
Athletes Foot,Gram(-)icide
Athletes Foot,Immunostimulant
Athletes Foot,MDR-Efflux Pump Inhibitor
Athletes Foot,MDR-Inhibitor
Athletes Foot,Mycobactericide
Athletes Foot,Mycolytic
Athletes Foot,Mycoplasmicide
Athletes Foot,Mycoplasmistat
Athletes Foot,Tineacide
Angina,ACE-Inhibitor
Angina,Antiarrhythmic
Angina,Antiinfarctal
Angina,Antistressor
Angina,Antitachycardic
Angina,Antithrombotic
Angina,Beta-Adrenergic Receptor Blocker
Angina,Capillarifortificant
Angina,Capillariprotective
Angina,Capillaritonic
Angina,COX-2-Inhibitor
Angina,Cyclooxygenase-Inhibitor
Allergy,Antiallergenic
Asthma,Antiallergenic
Bronchitis,Antiallergenic
Bronchitis,Antiallergic
Constipation,Antihemorrhoidal
Constipation,Antistress
Constipation,Antistressor
Constipation,Digestive
Constipation,Peristaltic
Halitosis,Deodorant
Hayfever,Antiallergenic
Insomnia,Antiinsomnic
Insomnia,Antistressor
Pneumonia,Fungicide
Pneumonia,Fungistat
Pneumonia,Antiallergenic
Pneumonia,Antiallergic
Pneumonia,Antiinfective
Pneumonia,Antispasmogenic
Pneumonia,Mycobactericide
Warts,Antipapillomic
Warts,Proteolytic
Kidney Stones,Anticholecystitic
Infection,AntiMRSA
Infection,Anticholeretic
Infection,Anticholera
BO (Body Odor),Antianxiety
BO (Body Odor),Antibacterial
BO (Body Odor),Antibiotic
BO (Body Odor),Anticandidosis
BO (Body Odor),Antiexudative
BO (Body Odor),Antihyperactivity
BO (Body Odor),Antihypertensive
BO (Body Odor),Antimicrobial
BO (Body Odor),Antiperspirant
BO (Body Odor),Antisecretory
BO (Body Odor),Antiseptic
BO (Body Odor),Antistress
BO (Body Odor),Antistressor
BO (Body Odor),Antiyeast
BO (Body Odor),Anxiolytic
BO (Body Odor),Astringent
BO (Body Odor),Bactericide
BO (Body Odor),Bacteriolytic
BO (Body Odor),Bacteristat
BO (Body Odor),Candidicide
BO (Body Odor),Candidistat
BO (Body Odor),Deodorant
BO (Body Odor),Disinfectant
BO (Body Odor),Fungicide
BO (Body Odor),Fungistat
BO (Body Odor),Hypotensive
