AGGNO,CHEM,ACTIVITY,DOSAGE,REFERENCE,MAJORACT,USERID,CREATED,MODIFIED
132399,CARANINE,Convulsant,,,,DUKE,10-Dec-97,
132400,CARANINE,Hypotensive,,,,DUKE,10-Dec-97,
132401,CARANINE,Respiraparalytic,,JBH,,DUKE,10-Dec-97,
132402,CARANINE,Tachycardic,,,,DUKE,10-Dec-97,
132403,CARBENOXOLONE,Antiinflammatory,,,,DUKE,10-Dec-97,
132404,CARBENOXOLONE,Antiulcer,,,,DUKE,10-Dec-97,
132405,CARBON-DIOXIDE,Antideafness,,M29,,DUKE,10-Dec-97,
132406,CARBON-DIOXIDE,Antileishmaniac,,M29,,DUKE,10-Dec-97,
132407,CARBON-DIOXIDE,Antineuralgic,,M29,,DUKE,10-Dec-97,
132408,CARBOXY-OXY-NAPTHOQUINONE,Antispasmodic,,QRN94:37,,DUKE,10-Dec-97,
132409,CARBOXY-OXY-NAPTHOQUINONE,Antitussive,,QRN94:37,,DUKE,10-Dec-97,
132410,CARBOXYATRACTYLOSIDE,Antiinflammatory,,JNP39:425,,DUKE,10-Dec-97,
132411,CARBOXYATRACTYLOSIDE,Fungicide,,,,DUKE,10-Dec-97,
132412,CARBOXYATRACTYLOSIDE,Herbicide,,,,DUKE,10-Dec-97,
132413,CARBOXYATRACTYLOSIDE,Hypoglycemic,,,,DUKE,10-Dec-97,
132414,CARBOXYATRACTYLOSIDE,Pesticide,,,,DUKE,10-Dec-97,
132415,CARDANOL,Molluscicide,ED=80->100,,,DUKE,10-Dec-97,
132416,CARDANOL,Pesticide,,,,DUKE,10-Dec-97,
132417,CARDOL,Antifilarial,,IJP52:271,,DUKE,10-Dec-97,
132418,CARDOL,Molluscicide,ED=7-15 ppm,,,DUKE,10-Dec-97,
132419,CARDOL,Pesticide,,,,DUKE,10-Dec-97,
132420,CARENE,Allergenic?,,LRN-APR93,,DUKE,10-Dec-97,
132421,CARENE,Fungicide,,TOX,,DUKE,10-Dec-97,
132422,CARENE,Irritant,,JBH,,DUKE,10-Dec-97,
132423,CARENE,Pesticide,,,,DUKE,10-Dec-97,
132424,CARIBINE,Antineoplastic?,,JBH,,DUKE,10-Dec-97,
132425,CARIBINE,Antiviral?,,JBH,,DUKE,10-Dec-97,
132426,CARINATINE,Antineoplastic?,,JBH,,DUKE,10-Dec-97,
132427,CARINATINE,Antiviral?,,JBH,,DUKE,10-Dec-97,
132428,CARISSONE-3(O-CARBOXYPHENYL)-HYDRAZONE,Antizygotic,,MPI,,DUKE,10-Dec-97,
132429,CARISSONE-3-N1-HOMOPIPERYL-HYDRAZONE,Antispasmodic,,MPI,,DUKE,10-Dec-97,28-Jul-99
132430,CARLINA-OXIDE,Antibacterial,,WIC,,DUKE,10-Dec-97,27-Jul-99
132431,CARLINA-OXIDE,Pesticide,,,,DUKE,10-Dec-97,
132432,CARLINOSIDE,Insectiphile,,JBH,,DUKE,10-Dec-97,
132433,CARNITINE,Antianginal,"1,500 mg/day",M29 WER,,DUKE,10-Dec-97,
132434,CARNITINE,Anticoronary,"1,500 ug/day",WER,,DUKE,10-Dec-97,
132435,CARNITINE,Antiischemic,,M29,,DUKE,10-Dec-97,
132436,CARNITINE,Hypocholesterolemic,"1,500 ug/day",WER,,DUKE,10-Dec-97,
132437,CARNOSIC-ACID,Antimutagenic,,EMP6:235,,DUKE,10-Dec-97,
132438,CARNOSIC-ACID,Antioxidant,IC50=0.81 uM,JAF45:578 JAF44:131,,DUKE,10-Dec-97,29-Mar-03
132439,CARNOSINE,Antiarthritic,,,,DUKE,10-Dec-97,
132440,CARNOSINE,Antiinflammatory,,,,DUKE,10-Dec-97,
132441,CARNOSINE,Antiulcer,,CPB38:3140,,DUKE,10-Dec-97,
132442,CARNOSOL,5-Lipoxygenase-Inhibitor,IC50 (uM)=2,DRS LEH,,DUKE,10-Dec-97,
132443,CARNOSOL,AntiHIV,,JNP56:1426,,DUKE,10-Dec-97,
132444,CARNOSOL,Antibiotic,,JE31:43,,DUKE,10-Dec-97,
132445,CARNOSOL,Antihepatotoxic,,PM56(2):171,,DUKE,10-Dec-97,
132446,CARNOSOL,Antiinflammatory,,PCF:25,,DUKE,10-Dec-97,
132447,CARNOSOL,Antilipoperoxidant,,PM56(2):171,,DUKE,10-Dec-97,
132448,CARNOSOL,Antimutagenic,,EMP6:235,,DUKE,10-Dec-97,
132449,CARNOSOL,Antioxidant,,PCF:25,,DUKE,10-Dec-97,
132450,CARNOSOL,Antiradicular,,PM56(2):171,,DUKE,10-Dec-97,
132451,CARNOSOL,Antitumor,,PCF:25,,DUKE,10-Dec-97,
132452,CARNOSOL,Antitumor-Promoter,,PCF:25,,DUKE,10-Dec-97,30-Aug-99
132453,CARNOSOL,Cancer-Preventive,,525,,DUKE,10-Dec-97,
132454,CARNOSOL,Candidicide,,JE31:43,,DUKE,10-Dec-97,
132455,CARNOSOL,Cyclooxygenase-Inhibitor,IC50 (uM) =16,DRS LEH,,DUKE,10-Dec-97,
132456,CARNOSOL,Fungicide,,JE31:43,,DUKE,10-Dec-97,
132457,CARNOSOL,Metal-Chelator,,PCF:25,,DUKE,10-Dec-97,
132458,CARNOSOL,Ornithine-Decarboxylase-Inhibitor,,PCF:25,,DUKE,10-Dec-97,
132459,CARNOSOL,Pesticide,,,,DUKE,10-Dec-97,
132460,CARNOSOL,Protease-Inhibitor,,JNP56:1426,,DUKE,10-Dec-97,
132461,CARNOSOLIC-ACID,AntiHIV,IC90=0.32 ug/ml,JNP56:1426,,DUKE,10-Dec-97,
132462,CARNOSOLIC-ACID,Antihepatotoxic,,PM56(2):171,,DUKE,10-Dec-97,
132463,CARNOSOLIC-ACID,Antilipoperoxidant,,PM56(2):171,,DUKE,10-Dec-97,
132464,CARNOSOLIC-ACID,Antioxidant,,,,DUKE,10-Dec-97,
132465,CARNOSOLIC-ACID,Antiradicular,,PM56(2):171,,DUKE,10-Dec-97,
132466,CARNOSOLIC-ACID,Cytotoxic,TC90=0.36 ug/ml,JNP56:1426,,DUKE,10-Dec-97,
132467,CARNOSOLIC-ACID,Protease-Inhibitor,IC90=0.08 ug/ml,JNP56:1426,,DUKE,10-Dec-97,
132468,CAROLINIANINE,Toxic,,JBH,,DUKE,10-Dec-97,
132469,CAROSINE,Antipolio,,EMP5:193,,DUKE,10-Dec-97,
132470,CAROSINE,Pesticide,,,,DUKE,10-Dec-97,
132471,CAROSINE,Antiviral,,EMP5:193,,DUKE,10-Dec-97,28-Jul-99
132472,CAROTATOXIN,Crustacicide,,NIG,,DUKE,10-Dec-97,
132473,CAROTATOXIN,Neurotoxic,LD50=100 mg/kg,NIG,,DUKE,10-Dec-97,
132474,CAROTATOXIN,Pesticide,,,,DUKE,10-Dec-97,
132475,CARPACIN,Insecticide,,JBH,,DUKE,10-Dec-97,
132476,CARPACIN,Pesticide,,,,DUKE,10-Dec-97,
132477,CARPACIN,Sedative,,JBH,,DUKE,10-Dec-97,
132478,CARPAINE,Amebicide,,W&W,,DUKE,10-Dec-97,
132479,CARPAINE,Antitubercular,,IWU,,DUKE,10-Dec-97,
132480,CARPAINE,Antitumor,,QJC28(4):257,,DUKE,10-Dec-97,
132481,CARPAINE,Antibacterial,,W&W,,DUKE,10-Dec-97,27-Jul-99
132482,CARPAINE,CNS-Depressant,,LRN-AUG91,,DUKE,10-Dec-97,
132483,CARPAINE,Cardiodepressant,,IWU,,DUKE,10-Dec-97,
132484,CARPAINE,Cardiotonic,,JBH,,DUKE,10-Dec-97,
132485,CARPAINE,Diuretic,,,,DUKE,10-Dec-97,
132486,CARPAINE,Hypotensive,,FT68(4):327,,DUKE,10-Dec-97,10-Mar-99
132487,CARPAINE,Paralytic,,500,,DUKE,10-Dec-97,
132488,CARPAINE,Pesticide,,,,DUKE,10-Dec-97,
132489,CARPAINE,Respiradepressant,,QJC28(4):257,,DUKE,10-Dec-97,
132490,CARPAINE,Trichuricide,,,,DUKE,10-Dec-97,
132491,CARPAINE,Vasoconstrictor,,,,DUKE,10-Dec-97,
132492,CARPAINE,Vermicide,,QJC28(4):258,,DUKE,10-Dec-97,
132493,CARPAINE-HCL,Hypotensive,0.01-0.02 mg/man/day,IWU,,DUKE,10-Dec-97,
132494,CARPESIALACTONE,Pesticide,,,,DUKE,10-Dec-97,
132495,CARPESIALACTONE,Vermifuge,,OMM,,DUKE,10-Dec-97,
132496,CARPESTEROL,Antitumor,,,,DUKE,10-Dec-97,
132497,CARPESTEROL,Cytotoxic,ED50=8.47 ug/ml,,,DUKE,10-Dec-97,
132498,CARPESTEROL,Hepatoprotective,,JNP53(2):513,,DUKE,10-Dec-97,
132499,CARPOSIDE,Anthelmintic,,,,DUKE,10-Dec-97,15-Nov-02
132500,CARPOSIDE,Antienteritic,,,,DUKE,10-Dec-97,
132501,CARPOSIDE,Cardiac,,QJC28(4):258,,DUKE,10-Dec-97,
132502,CARPOSIDE,Pesticide,,,,DUKE,10-Dec-97,
132503,CARTHAMIN,Dye,,M11,,DUKE,10-Dec-97,
132504,CARVACROL,Allergenic,,M&R240,,DUKE,10-Dec-97,14-Jun-99
132505,CARVACROL,Anesthetic,,,,DUKE,10-Dec-97,
132506,CARVACROL,Anthelmintic,,JBH,,DUKE,10-Dec-97,15-Nov-02
132507,CARVACROL,Antialzheimeran?,,LGR,,DUKE,10-Dec-97,
132509,CARVACROL,Anticholinesterase?,,LGR,,DUKE,10-Dec-97,
132510,CARVACROL,Antidiuretic,,LRN-MAR92,,DUKE,10-Dec-97,
132511,CARVACROL,Antiinflammatory,IC50=4 uM,,,DUKE,10-Dec-97,
132512,CARVACROL,Antimelanomic,IC50=120 uM/l,JN127:668,,DUKE,10-Dec-97,
132513,CARVACROL,Antioxidant,,JEO5:153,,DUKE,10-Dec-97,
132514,CARVACROL,Antiplaque,MIC=39-625 ug/ml,451,,DUKE,10-Dec-97,
132515,CARVACROL,Antiradicular,600 x thymol,JEO5:153,,DUKE,10-Dec-97,
132516,CARVACROL,Antiseptic,1.5 x phenol,M11 JBH,,DUKE,10-Dec-97,
132517,CARVACROL,Antibacterial,MIC 170-290,PMP25:184,,DUKE,10-Dec-97,27-Jul-99
132518,CARVACROL,Antibacterial,MIC=39-625,450,,DUKE,10-Dec-97,27-Jul-99
132519,CARVACROL,Carminative,,LAF,,DUKE,10-Dec-97,14-Jun-99
132520,CARVACROL,Enterorelaxant,,JAR4:22,,DUKE,10-Dec-97,
132521,CARVACROL,Expectorant,,LAF,,DUKE,10-Dec-97,14-Jun-99
132522,CARVACROL,FLavor,FEMA 10-125,ARC,,DUKE,10-Dec-97,
132523,CARVACROL,Fungicide,,JBH,,DUKE,10-Dec-97,
132524,CARVACROL,Irritant,,LAF,,DUKE,10-Dec-97,
132525,CARVACROL,Nematicide,MLC=1 mg/ml,M11 SZ44:183,,DUKE,10-Dec-97,
132526,CARVACROL,Pesticide,,,,DUKE,10-Dec-97,
132527,CARVACROL,Antiprostaglandin,,,,DUKE,10-Dec-97,22-May-00
132529,CARVACROL,Tracheorelaxant,,,,DUKE,10-Dec-97,
132530,CARVACROL,Vermifuge,,,,DUKE,10-Dec-97,
132531,CARVACRYL-ETHYLETHER,FLavor,FEMA 4-40,ARC,,DUKE,10-Dec-97,
132532,CARVEOL,CNS-Stimulant,,PJB1(1):170,,DUKE,10-Dec-97,16-Feb-01
132533,CARYOPHYLLENE-ACETATE,FLavor,FEMA 2-175,ARC,,DUKE,10-Dec-97,
132534,CARYOPHYLLENE-ALCOHOL,FLavor,FEMA 5-50,ARC,,DUKE,10-Dec-97,
132535,CARYOPHYLLENE-ALPHA-OXIDE,Antimalarial,EC50=>3-100 uM,PC40:125,,DUKE,10-Dec-97,
132536,CARYOPHYLLENE-ALPHA-OXIDE,Pesticide,,,,DUKE,10-Dec-97,
132537,CARYOPHYLLENE-EPOXIDE,Antifeedant,1 mM (diet),TOX,,DUKE,10-Dec-97,18-Feb-99
132538,CARYOPHYLLENE-EPOXIDE,Attifuge,,CIB,,DUKE,10-Dec-97,
132539,CARYOPHYLLENE-EPOXIDE,Fungistat,,CIB,,DUKE,10-Dec-97,
132540,CARYOPHYLLENE-EPOXIDE,Insectifuge,,CIB,,DUKE,10-Dec-97,
132541,CARYOPHYLLENE-EPOXIDE,Larvicide,IC60=5 mM,438,,DUKE,10-Dec-97,
132542,CARYOPHYLLENE-EPOXIDE,Pesticide,,,,DUKE,10-Dec-97,
132543,CARYOPHYLLENE-OXIDE,Antiedemic,,CPB38:2283,,DUKE,10-Dec-97,
132544,CARYOPHYLLENE-OXIDE,Antifeedant,,ISA14:93,,DUKE,10-Dec-97,
132545,CARYOPHYLLENE-OXIDE,Antiinflammatory,,CPB38:2283,,DUKE,10-Dec-97,
132546,CARYOPHYLLENE-OXIDE,Antitumor,,JNP55:999,,DUKE,10-Dec-97,
132547,CARYOPHYLLENE-OXIDE,Insecticide,,ISA14:93,,DUKE,10-Dec-97,
132548,CARYOPHYLLENE-OXIDE,Pesticide,,,,DUKE,10-Dec-97,
132549,CARYOPTIN,Antifeedant,,JBH,,DUKE,10-Dec-97,
132550,CARYOPTIN,Pesticide,,,,DUKE,10-Dec-97,
132551,CASANTHRANOL,Cathartic,,M11,,DUKE,10-Dec-97,
132552,CASBENE,Fungicide,,JBH,,DUKE,10-Dec-97,
132553,CASBENE,Pesticide,,,,DUKE,10-Dec-97,
132554,CASBENE,Phytoalexin,,NIG,,DUKE,10-Dec-97,
132555,CASCAROSIDE-A,Cathartic,,JBH,,DUKE,10-Dec-97,
132556,CASEARIN,Antisarcomic,,,,DUKE,10-Dec-97,
132557,CASEARIN,Antitumor,,CPB38:3387,,DUKE,10-Dec-97,
132558,CASIMIDENE,Hypotensive,,JNP48:146.1985,,DUKE,10-Dec-97,
132559,CASIMIROEDINE,Antileukemic,,BPCC,,DUKE,10-Dec-97,
132560,CASIMIROEDINE,Cytostatic,,JBH,,DUKE,10-Dec-97,
132561,CASIMIROEDINE,Hypotensive,,,,DUKE,10-Dec-97,
132562,CASSAIDINE,Analgesic,,,,DUKE,10-Dec-97,
132563,CASSAIDINE,Anesthetic,,JBH,,DUKE,10-Dec-97,
132564,CASSAIDINE,Antiseptic,,,,DUKE,10-Dec-97,
132565,CASSAIDINE,Cardiotonic,,M11,,DUKE,10-Dec-97,
132566,CASSAIDINE,Digitalic,,JBH,,DUKE,10-Dec-97,
132567,CASSAIDINE,Pesticide,,,,DUKE,10-Dec-97,
132568,CASSAINE,Anesthetic,,JBH,,DUKE,10-Dec-97,
132569,CASSAINE,Antiseptic,,,,DUKE,10-Dec-97,
132570,CASSAINE,Cardiotonic,,M11,,DUKE,10-Dec-97,
132571,CASSAINE,Convulsant,,JBH,,DUKE,10-Dec-97,
132572,CASSAINE,Cytotoxic,ED50=1,526,,DUKE,10-Dec-97,
132573,CASSAMINE,Analgesic,,,,DUKE,10-Dec-97,
132574,CASSAMINE,Anesthetic,,,,DUKE,10-Dec-97,
132575,CASSAMINE,Antiseptic,,,,DUKE,10-Dec-97,
132576,CASSAMINE,Cardiotonic,,,,DUKE,10-Dec-97,
132577,CASSAMINE,Pesticide,,,,DUKE,10-Dec-97,
132578,CASSININE,Tranquilizer,,JBH,,DUKE,10-Dec-97,
132579,CASSYFILINE,Tetanic,,JBH,,DUKE,10-Dec-97,
132580,CASTANOSPERMINE,AntiHIV,,M11,,DUKE,10-Dec-97,
132581,CASTANOSPERMINE,Antidiabetic,,,,DUKE,10-Dec-97,
132582,CASTANOSPERMINE,Antifeedant,,M11,,DUKE,10-Dec-97,
132583,CASTANOSPERMINE,Antileukemic,,EMP5:193,,DUKE,10-Dec-97,
132584,CASTANOSPERMINE,Antiviral,,,,DUKE,10-Dec-97,
132585,CASTANOSPERMINE,Glucosidase-Inhibitor,ID50=1.5 uM,PC29:111.1990,,DUKE,10-Dec-97,
132586,CASTANOSPERMINE,Glucosidase-Inhibitor,,JNP53(3):609,,DUKE,10-Dec-97,
132587,CASTANOSPERMINE,Herbicide,IC50=300 ppb,438,,DUKE,10-Dec-97,
132588,CASTANOSPERMINE,Hypoglycemic,,EMP6:166,,DUKE,10-Dec-97,
132589,CASTANOSPERMINE,Insecticide,,HG20:22,,DUKE,10-Dec-97,
132590,CASTANOSPERMINE,Pesticide,,,,DUKE,10-Dec-97,
132591,CASTELANONE,Antisarcomic,,JBH,,DUKE,10-Dec-97,
132592,CASTELANONE,Pesticide,,,,DUKE,10-Dec-97,
132593,CASTELANONE,Antiviral,,JBH,,DUKE,10-Dec-97,28-Jul-99
132594,CASTICIN,Antimalarial,(Synergic w artemisinin),JE32:162,,DUKE,10-Dec-97,25-Oct-02
132595,CASTICIN,Pesticide,,,,DUKE,10-Dec-97,
132596,CASTILLEN-D,Antifeedant,,JCE21:455,,DUKE,10-Dec-97,
132597,CASTILLEN-D,Antitermitic,,JCE21:455,,DUKE,10-Dec-97,
132598,CASTILLEN-D,Pesticide,,,,DUKE,10-Dec-97,
132599,CASTILLENE,Antifeedant,,JCE21:455,,DUKE,10-Dec-97,
132600,CASTILLENE,Antitermitic,,JCE21:455,,DUKE,10-Dec-97,
132601,CASTILLENE,Fungistat,,PC29(2):459,,DUKE,10-Dec-97,2-Jun-00
132602,CASTILLENE,Pesticide,,,,DUKE,10-Dec-97,
132603,CASUARICTIN,AntiHIV,,PCF:180,,DUKE,10-Dec-97,16-May-99
132604,CASUARICTIN,Antihepatotoxic,,JBH,,DUKE,10-Dec-97,
132605,CASUARICTIN,Antiherpetic,EC50=0.044 ug/ml,PCF:180,,DUKE,10-Dec-97,16-May-99
132606,CASUARICTIN,Pesticide,,,,DUKE,10-Dec-97,
132607,CASUARICTIN,Xanthine-Oxidase-Inhibitor,IC50=11 uM,CPB38:1225,,DUKE,10-Dec-97,
132608,CASUARININ,Antiperoxidant,,JBH,,DUKE,10-Dec-97,
132609,CASUARININ,Lipoxygenase-Inhibitor,,PCF:91,,DUKE,10-Dec-97,
132610,CASUARININ,Xanthine-Oxidase-Inhibitor,IC50=36 uM,CPB38:1225,,DUKE,10-Dec-97,
132611,CATALASE,Antioxidant,,505,,DUKE,10-Dec-97,
132612,CATALPOL,Cathartic,ED50=340 mg/kg,W&W,,DUKE,10-Dec-97,
132613,CATALPOL,Diuretic,,JBH,,DUKE,10-Dec-97,
132614,CATALPOL,Purgative,,,,DUKE,10-Dec-97,
132615,CATALPOSIDE,Antifeedant,,JBH,,DUKE,10-Dec-97,
132616,CATALPOSIDE,Cathartic,ED50=>300 mg/kg,W&W,,DUKE,10-Dec-97,
132617,CATALPOSIDE,Diuretic,,JBH,,DUKE,10-Dec-97,
132618,CATALPOSIDE,Insectiphile,,JBH,,DUKE,10-Dec-97,
132619,CATALPOSIDE,Natriuretic,,,,DUKE,10-Dec-97,
132620,CATECHOL,Allelochemic,IC50=0.65 mM,438,,DUKE,10-Dec-97,
132621,CATECHOL,Allergenic,,M&R,,DUKE,10-Dec-97,
132622,CATECHOL,Antigonadotropic,,,,DUKE,10-Dec-97,
132623,CATECHOL,Antioxidant,,505,,DUKE,10-Dec-97,
132624,CATECHOL,Antiseptic,,JBH X15712986,,DUKE,10-Dec-97,17-Sep-06
132625,CATECHOL,Antistomatitic,,EMP5:197,,DUKE,10-Dec-97,
132626,CATECHOL,Antithiamin,,PCF:69,,DUKE,10-Dec-97,10-Mar-99
132627,CATECHOL,Antithyreotropic,,PM551:1986,,DUKE,10-Dec-97,10-Mar-99
132628,CATECHOL,Antiviral,,EMP5:197,,DUKE,10-Dec-97,
132629,CATECHOL,Cancer-Preventive,,,,DUKE,10-Dec-97,
132630,CATECHOL,Carcinogenic,0.8% diet,505,,DUKE,10-Dec-97,
132631,CATECHOL,Carcinogenic,2% diet,PCF:39,,DUKE,10-Dec-97,28-Jan-03
132632,CATECHOL,Co-carcinogenic,,PCF:44,,DUKE,10-Dec-97,10-Mar-99
132633,CATECHOL,Convulsant,,JBH,,DUKE,10-Dec-97,
132634,CATECHOL,Dermatitigenic,,JBH,,DUKE,10-Dec-97,
132635,CATECHOL,Pesticide,,,,DUKE,10-Dec-97,
132636,CATECHOL,Tumor-Promoter,<0.2% diet,505,,DUKE,10-Dec-97,
132637,CATHADINE,CNS-Stimulant,,,,DUKE,10-Dec-97,
132638,CATHADINE,Myodepressant,,,,DUKE,10-Dec-97,
132639,CATHADINE,Narcotic,,,,DUKE,10-Dec-97,
132640,CATHADINE,Spinal-Stimulant,,,,DUKE,10-Dec-97,
132641,CATHAMODINE,Hepatotoxic,,,,DUKE,10-Dec-97,
132642,CATHARANTHINE,Diuretic,,,,DUKE,10-Dec-97,
132643,CATHARANTHINE,Hypoglycemic,,EMP6:160 JBH,,DUKE,10-Dec-97,
132644,CATHINE,Analgesic,5-25 2mg/kg,,,DUKE,10-Dec-97,
132645,CATHINE,Anorectic,,M29,,DUKE,10-Dec-97,
132646,CATHINE,Antifeedant,,LRN-MAR93,,DUKE,10-Dec-97,
132647,CATHINE,CNS-Stimulant,> Ephedrine,JE32:202,,DUKE,10-Dec-97,
132648,CATHINE,CNS-Stimulant,ca 1/10 amphetamine,LRN-MAR93,,DUKE,10-Dec-97,
132649,CATHINE,Cardiotoxic,,,,DUKE,10-Dec-97,
132650,CATHINE,Hypertensive,,,,DUKE,10-Dec-97,
132651,CATHINE,Narcotic,,,,DUKE,10-Dec-97,
132652,CATHINE,Neurotoxic,,RJH,,DUKE,10-Dec-97,
132653,CATHINE,Stimulant,,,,DUKE,10-Dec-97,
132654,CATHINE-6-ONE,Antibacterial,,IWU,,DUKE,10-Dec-97,27-Jul-99
132655,CATHINE-6-ONE,Pesticide,,,,DUKE,10-Dec-97,
132656,CATHININE,Narcotic,,,,DUKE,10-Dec-97,
132657,CATHININE,Spinal-Stimulant,,,,DUKE,10-Dec-97,
132658,CATHININE,Stimulant,,,,DUKE,10-Dec-97,
132659,CATHINONE,Analgesic,5-25 mg/kg,,,DUKE,10-Dec-97,
132660,CATHINONE,Anesthetic,1 mg/ml,,,DUKE,10-Dec-97,
132661,CATHINONE,Anorexic,,NIG,,DUKE,10-Dec-97,
132662,CATHINONE,Antiandrogenic,,LRN-MAR93,,DUKE,10-Dec-97,
132663,CATHINONE,Antimitotic,,IWU,,DUKE,10-Dec-97,
132664,CATHINONE,Antinoriceptive,,,,DUKE,10-Dec-97,
132665,CATHINONE,Antiulcer,5-30 mg/kg,RCS14:81,,DUKE,10-Dec-97,
132666,CATHINONE,CNS-Stimulant,> Cathine,LRN-MAR93,,DUKE,10-Dec-97,
132667,CATHINONE,Cytoprotective,5-30 mg/kg,RCS14:81,,DUKE,10-Dec-97,
132668,CATHINONE,Euphorigenic,,JE32:201,,DUKE,10-Dec-97,
132669,CATHINONE,Hyperkinetic,,NIG,,DUKE,10-Dec-97,
132670,CATHINONE,Hypertensive,1 mg/kg,,,DUKE,10-Dec-97,
132671,CATHINONE,Hyperthermic,,NIG,,DUKE,10-Dec-97,
132672,CATHINONE,Mutagenic,,LRN-MAR93,,DUKE,10-Dec-97,
132673,CATHINONE,Mydriatic,,NIG,,DUKE,10-Dec-97,
132674,CATHINONE,Neurotoxic,,RJH,,DUKE,10-Dec-97,
132675,CATHINONE,Pressor,,IWU,,DUKE,10-Dec-97,
132676,CATHINONE,Psychostimulant,,JE32:201,,DUKE,10-Dec-97,
132677,CATHINONE,Teratogenic,,LRN-MAR93,,DUKE,10-Dec-97,
132678,CAUDOSIDE,Cardiotonic,,KCH,,DUKE,10-Dec-97,
132679,CAUDOSIDE,Diuretic,,KCH,,DUKE,10-Dec-97,
132680,CAUDOSIDE,Tranquilizer,,KCH,,DUKE,10-Dec-97,
132681,CAUDOSIDE,Uterocontractant,,KCH,,DUKE,10-Dec-97,
132682,CAUDOSTROSIDE,Cardiotonic,,KCH,,DUKE,10-Dec-97,
132683,CAUDOSTROSIDE,Diuretic,,KCH,,DUKE,10-Dec-97,
132684,CAUDOSTROSIDE,Tranquilizer,,KCH,,DUKE,10-Dec-97,
132685,CAUDOSTROSIDE,Uterocontractant,,KCH,,DUKE,10-Dec-97,
132686,CAULOPHYLLINE,Convulsant,,LRN-OCT92,,DUKE,10-Dec-97,
132687,CAULOPHYLLINE,Hyperglycemic,,LRN-OCT92,,DUKE,10-Dec-97,
132688,CAULOPHYLLINE,Hypertensive,,LRN-OCT92,,DUKE,10-Dec-97,
132689,CAULOPHYLLINE,Molluscifuge,,JBH,,DUKE,10-Dec-97,
132690,CAULOPHYLLOSAPONIN,Cardiotoxic,,LRN-OCT92,,DUKE,10-Dec-97,
132691,CAULOPHYLLOSAPONIN,Oxytocic,,,,DUKE,10-Dec-97,
132692,CAULOPHYLLOSAPONIN,Uterotonic,,LRN-OCT92,,DUKE,10-Dec-97,
132693,CAULOPHYLLOSAPONIN,Vasoconstrictor,,LRN-OCT92,,DUKE,10-Dec-97,
132694,CAULOSAPONIN,Cardiotoxic,,LRN-OCT92,,DUKE,10-Dec-97,
132695,CAULOSAPONIN,Oxytocic,,AEH,,DUKE,10-Dec-97,
132696,CAULOSAPONIN,Uterotonic,,LRN-OCT92,,DUKE,10-Dec-97,
132697,CAULOSAPONIN,Vasoconstrictor,,LRN-OCT92,,DUKE,10-Dec-97,
132698,CAVININE,Immunostimulant,,JBH,,DUKE,10-Dec-97,
132699,CECROPIN,Antibacterial,,M11,,DUKE,10-Dec-97,27-Jul-99
132700,CECROPIN,Cardiotonic,,,,DUKE,10-Dec-97,
132701,CEDRELONE,Antifeedant,IC50=8 ppm diet,438,,DUKE,10-Dec-97,
132702,CEDRELONE,Antimalarial,IC50=0.77 ug/ml,ABS1,,DUKE,10-Dec-97,
132703,CEDRELONE,Pesticide,,,,DUKE,10-Dec-97,
132704,CEDRENE,Cancer-Preventive,,525,,DUKE,10-Dec-97,
132705,CEDROL,Perfumery,,JBH,,DUKE,10-Dec-97,
132706,CEDROL,Pesticide,,,,DUKE,10-Dec-97,
132707,CEDROL,Termiticide,,MOB24:301.1989,,DUKE,10-Dec-97,
132708,CELABENZINE,Insecticide,,JBH,,DUKE,10-Dec-97,
132709,CELABENZINE,Pesticide,,,,DUKE,10-Dec-97,
132710,CELANGULINE,Antifeedant,,JNP53(3):603 ABS1,,DUKE,10-Dec-97,
132711,CELANGULINE,Pesticide,,,,DUKE,10-Dec-97,
132712,CELASTRINE,Pyrogenic,,,,DUKE,10-Dec-97,
132713,CELASTRINE,Stimulant,,,,DUKE,10-Dec-97,
132714,CELASTROZIDE,Antiherpetic,,EMP5:197,,DUKE,10-Dec-97,
132715,CELASTROZIDE,Antiviral,,EMP5:197,,DUKE,10-Dec-97,
132716,CELLULOSE,Hemostat,,M29,,DUKE,10-Dec-97,
132717,CELSIOSIDE-C,Antitumor,,,,DUKE,10-Dec-97,
132718,CENTAUREIDIN,Anticarcinomic,ED50=2.7,,,DUKE,10-Dec-97,
132719,CENTAURIN,Antifebrile,,,,DUKE,10-Dec-97,
132720,CENTDAROL,Antispasmodic,ED50=14.13 uM,W&W,,DUKE,10-Dec-97,28-Jul-99
132721,CEPAENE,Antiaggregant,,IAA94:262,,DUKE,10-Dec-97,
132722,CEPAENE,Antiallergenic,,IAA94:262,,DUKE,10-Dec-97,
132723,CEPAENE,Antiasthmatic,,IAA94:262,,DUKE,10-Dec-97,
132724,CEPAENE,Cyclooxygenase-Inhibitor,,IAA94:262,,DUKE,10-Dec-97,
132725,CEPAENE,Lipoxygenase-Inhibitor,,IAA94:262,,DUKE,10-Dec-97,
132726,CEPHAELINE,Amebicide,,M11,,DUKE,10-Dec-97,
132727,CEPHAELINE,Emetic,,MAR,,DUKE,10-Dec-97,
132728,CEPHAELINE,Expectorant,,M11,,DUKE,10-Dec-97,
132729,CEPHAELINE,Pesticide,,,,DUKE,10-Dec-97,
132730,CEPHAELINE,Protisticide,,,,DUKE,10-Dec-97,
